latitude,longitude,OBJECTID,CASE_1,CASE_2,CASE_3,SYMBOL,TIME_ZONE
47.26271972,-122.25245053,"31",Y,Y,,"2",
47.26269331,-122.25295925,"31",Y,Y,,"2",
47.26267557,-122.25323132,"31",Y,Y,,"2",
47.26267541,-122.25355095,"31",Y,Y,,"2",
47.26227169,-122.25356198,"31",Y,Y,,"2",
47.26268769,-122.25386917,"31",Y,Y,,"2",
47.2624156,-122.25417341,"31",Y,Y,,"2",
47.26219444,-122.25423383,"31",Y,Y,,"2",
47.26238215,-122.25390931,"31",Y,Y,,"2",
47.26269379,-122.25418612,"31",Y,Y,,"2",
47.26367555,-122.25415568,"31",Y,Y,,"2",
47.26340689,-122.25416371,"31",Y,Y,,"2",
47.26313578,-122.25417175,"31",Y,Y,,"2",
47.26357718,-122.2535246,"31",Y,Y,,"2",
47.26318332,-122.25394205,"31",Y,Y,,"2",
47.26358089,-122.25391484,"31",Y,Y,,"2",
47.26313,-122.25357875,"31",Y,Y,,"2",
47.26313196,-122.25323975,"31",Y,Y,,"2",
47.26341912,-122.25318894,"31",Y,Y,,"2",
47.26362398,-122.25311367,"31",Y,Y,,"2",
47.26337753,-122.25273298,"31",Y,Y,,"2",
47.26360038,-122.25239425,"31",Y,Y,,"2",
47.2631085,-122.25213923,"31",Y,Y,,"2",
47.26310264,-122.25181925,"31",Y,Y,,"2",
47.26316579,-122.25138422,"31",Y,Y,,"2",
47.26346687,-122.25137752,"31",Y,Y,,"2",
47.26366122,-122.25137276,"31",Y,Y,,"2",
47.26307298,-122.25102395,"31",Y,Y,,"2",
47.26326728,-122.25102756,"31",Y,Y,,"2",
47.26345516,-122.25102373,"31",Y,Y,,"2",
47.26365594,-122.25089605,"31",Y,Y,,"2",
47.26333614,-122.25050537,"31",Y,Y,,"2",
47.26357927,-122.25055703,"31",Y,Y,,"2",
47.2630666,-122.25051156,"31",Y,Y,,"2",
47.26442096,-122.25081789,"31",Y,Y,,"2",
47.26436369,-122.25125827,"31",Y,Y,,"2",
47.26446353,-122.25149768,"31",Y,Y,,"2",
47.26391308,-122.25151988,"31",Y,Y,,"2",
47.26448558,-122.25197608,"31",Y,Y,,"2",
47.26429022,-122.25199009,"31",Y,Y,,"2",
47.26405815,-122.25199858,"31",Y,Y,,"2",
47.26386243,-122.25192707,"31",Y,Y,,"2",
47.2644854,-122.25237828,"31",Y,Y,,"2",
47.2644846,-122.25297301,"31",Y,Y,,"2",
47.2644895,-122.25321493,"31",Y,Y,,"2",
47.26441357,-122.25369067,"31",Y,Y,,"2",
47.26393007,-122.25414452,"31",Y,Y,,"2",
47.26414609,-122.25413869,"31",Y,Y,,"2",
47.26450157,-122.25394699,"31",Y,Y,,"2",
47.26450558,-122.25418302,"31",Y,Y,,"2",
47.26499827,-122.25418736,"31",Y,Y,,"2",
47.26533512,-122.25415985,"31",Y,Y,,"2",
47.26493212,-122.2537629,"31",Y,Y,,"2",
47.26534676,-122.2535318,"31",Y,Y,,"2",
47.26488646,-122.25320797,"31",Y,Y,,"2",
47.26488552,-122.2529855,"31",Y,Y,,"2",
47.26491039,-122.2513064,"31",Y,Y,,"2",
47.26484498,-122.25057971,"31",Y,Y,,"2",
47.26540335,-122.25045787,"31",Y,Y,,"2",
47.26564512,-122.25054647,"31",Y,Y,,"2",
47.26585316,-122.25052232,"31",Y,Y,,"2",
47.26605491,-122.25051587,"31",Y,Y,,"2",
47.26628601,-122.25043633,"31",Y,Y,,"2",
47.26605402,-122.2509036,"31",Y,Y,,"2",
47.26568272,-122.25124707,"31",Y,Y,,"2",
47.26617395,-122.25123765,"31",Y,Y,,"2",
47.26619734,-122.25155768,"31",Y,Y,,"2",
47.26618529,-122.25194543,"31",Y,Y,,"2",
47.26587872,-122.25191153,"31",Y,Y,,"2",
47.26624397,-122.25235897,"31",Y,Y,,"2",
47.26570576,-122.25200266,"31",Y,Y,,"2",
47.26578368,-122.25244879,"31",Y,Y,,"2",
47.26627198,-122.2528246,"31",Y,Y,,"2",
47.26626251,-122.25354941,"31",Y,Y,,"2",
47.26629845,-122.25385469,"31",Y,Y,,"2",
47.26604082,-122.25402895,"31",Y,Y,,"2",
47.26630256,-122.25412028,"31",Y,Y,,"2",
47.2657863,-122.25410215,"31",Y,Y,,"2",
47.26671599,-122.25215988,"31",Y,Y,,"2",
47.26670534,-122.25258016,"31",Y,Y,,"2",
47.26742798,-122.25177975,"31",Y,Y,,"2",
47.26761404,-122.25177467,"31",Y,Y,,"2",
47.26786917,-122.25175628,"31",Y,Y,,"2",
47.26801748,-122.25174005,"31",Y,Y,,"2",
47.26680385,-122.25170727,"31",Y,Y,,"2",
47.26678245,-122.25136959,"31",Y,Y,,"2",
47.26709343,-122.25117495,"31",Y,Y,,"2",
47.26723864,-122.2511809,"31",Y,Y,,"2",
47.2666447,-122.25082725,"31",Y,Y,,"2",
47.26704762,-122.25047517,"31",Y,Y,,"2",
47.26663607,-122.25045009,"31",Y,Y,,"2",
47.26713435,-122.25087183,"31",Y,Y,,"2",
47.26778647,-122.2505073,"31",Y,Y,,"2",
47.26751075,-122.25047083,"31",Y,Y,,"2",
47.26804258,-122.25049908,"31",Y,Y,,"2",
47.26712108,-122.25223714,"31",Y,Y,,"2",
47.26778472,-122.25219346,"31",Y,Y,,"2",
47.26706679,-122.25255568,"31",Y,Y,,"2",
47.26776734,-122.25259224,"31",Y,Y,,"2",
47.26672962,-122.25717553,"31",Y,Y,,"2",
47.26731717,-122.25721682,"31",Y,Y,,"2",
47.26732591,-122.25657061,"31",Y,Y,,"2",
47.26711909,-122.25658233,"31",Y,Y,,"2",
47.26691284,-122.25659317,"31",Y,Y,,"2",
47.26670594,-122.25660492,"31",Y,Y,,"2",
47.26680061,-122.25619522,"31",Y,Y,,"2",
47.26721422,-122.25617258,"31",Y,Y,,"2",
47.2670538,-122.25589715,"31",Y,Y,,"2",
47.26732712,-122.255885,"31",Y,Y,,"2",
47.26678087,-122.25587334,"31",Y,Y,,"2",
47.26677544,-122.25555048,"31",Y,Y,,"2",
47.26725798,-122.25555523,"31",Y,Y,,"2",
47.26705811,-122.2555547,"31",Y,Y,,"2",
47.2671932,-122.25520415,"31",Y,Y,,"2",
47.26718707,-122.2548799,"31",Y,Y,,"2",
47.26678043,-122.25522674,"31",Y,Y,,"2",
47.26677458,-122.25490232,"31",Y,Y,,"2",
47.26670593,-122.25459179,"31",Y,Y,,"2",
47.26749207,-122.25462213,"31",Y,Y,,"2",
47.26769204,-122.25461131,"31",Y,Y,,"2",
47.26789265,-122.25460201,"31",Y,Y,,"2",
47.26810385,-122.25459185,"31",Y,Y,,"2",
47.26771998,-122.25655071,"31",Y,Y,,"2",
47.26791317,-122.25653936,"31",Y,Y,,"2",
47.26811329,-122.25650595,"31",Y,Y,,"2",
47.26812681,-122.25722282,"31",Y,Y,,"2",
47.26791961,-122.25731393,"31",Y,Y,,"2",
47.26773055,-122.2573833,"31",Y,Y,,"2",
47.2675425,-122.25745094,"31",Y,Y,,"2",
47.26547155,-122.25675433,"31",Y,Y,,"2",
47.26522799,-122.25675512,"31",Y,Y,,"2",
47.26500938,-122.25706973,"31",Y,Y,,"2",
47.26544355,-122.25649558,"31",Y,Y,,"2",
47.2654486,-122.25594517,"31",Y,Y,,"2",
47.26545586,-122.25626832,"31",Y,Y,,"2",
47.2650411,-122.25629128,"31",Y,Y,,"2",
47.26503402,-122.25596811,"31",Y,Y,,"2",
47.2654315,-122.25554216,"31",Y,Y,,"2",
47.26501709,-122.25556475,"31",Y,Y,,"2",
47.26543431,-122.25529882,"31",Y,Y,,"2",
47.26495774,-122.25535928,"31",Y,Y,,"2",
47.26542739,-122.25497582,"31",Y,Y,,"2",
47.26501486,-122.25511817,"31",Y,Y,,"2",
47.26542,-122.25465058,"31",Y,Y,,"2",
47.26493848,-122.25464307,"31",Y,Y,,"2",
47.26576685,-122.25471157,"31",Y,Y,,"2",
47.26604031,-122.25469718,"31",Y,Y,,"2",
47.26631492,-122.25468419,"31",Y,Y,,"2",
47.26625615,-122.25512191,"31",Y,Y,,"2",
47.26590983,-122.25508887,"31",Y,Y,,"2",
47.265851,-122.25543524,"31",Y,Y,,"2",
47.26585707,-122.25576011,"31",Y,Y,,"2",
47.26586328,-122.25608382,"31",Y,Y,,"2",
47.26635925,-122.25587561,"31",Y,Y,,"2",
47.26627866,-122.25536484,"31",Y,Y,,"2",
47.26586949,-122.25640646,"31",Y,Y,,"2",
47.26581237,-122.25665799,"31",Y,Y,,"2",
47.26636329,-122.25611604,"31",Y,Y,,"2",
47.26624518,-122.25624789,"31",Y,Y,,"2",
47.26319914,-122.25811154,"31",Y,Y,,"2",
47.26356578,-122.25780246,"31",Y,Y,,"2",
47.26376667,-122.25772951,"31",Y,Y,,"2",
47.26319644,-122.25775772,"31",Y,Y,,"2",
47.26366386,-122.25708242,"31",Y,Y,,"2",
47.26366883,-122.2573601,"31",Y,Y,,"2",
47.2632185,-122.25731313,"31",Y,Y,,"2",
47.26350864,-122.25655804,"31",Y,Y,,"2",
47.26351183,-122.2568891,"31",Y,Y,,"2",
47.26321538,-122.25667501,"31",Y,Y,,"2",
47.26376576,-122.25665831,"31",Y,Y,,"2",
47.2637102,-122.25631813,"31",Y,Y,,"2",
47.26314882,-122.2559883,"31",Y,Y,,"2",
47.2631547,-122.25570028,"31",Y,Y,,"2",
47.26351245,-122.25473582,"31",Y,Y,,"2",
47.26449684,-122.25461147,"31",Y,Y,,"2",
47.26409635,-122.25469914,"31",Y,Y,,"2",
47.26446815,-122.25537757,"31",Y,Y,,"2",
47.26420401,-122.25568748,"31",Y,Y,,"2",
47.26397098,-122.25598462,"31",Y,Y,,"2",
47.26452925,-122.25617765,"31",Y,Y,,"2",
47.26453364,-122.25633593,"31",Y,Y,,"2",
47.26455141,-122.25656779,"31",Y,Y,,"2",
47.26454547,-122.25688045,"31",Y,Y,,"2",
47.26455135,-122.25711814,"31",Y,Y,,"2",
47.26444197,-122.25733238,"31",Y,Y,,"2",
47.26414257,-122.25744379,"31",Y,Y,,"2",
47.26172272,-122.25845303,"31",Y,Y,,"2",
47.26131813,-122.25847027,"31",Y,Y,,"2",
47.26134668,-122.25815171,"31",Y,Y,,"2",
47.26186088,-122.25774327,"31",Y,Y,,"2",
47.26224227,-122.25748693,"31",Y,Y,,"2",
47.26128844,-122.25783426,"31",Y,Y,,"2",
47.26153211,-122.25787898,"31",Y,Y,,"2",
47.26126714,-122.25756058,"31",Y,Y,,"2",
47.26127055,-122.25720116,"31",Y,Y,,"2",
47.26189994,-122.25657217,"31",Y,Y,,"2",
47.26126378,-122.25690644,"31",Y,Y,,"2",
47.26154853,-122.25689564,"31",Y,Y,,"2",
47.26190371,-122.25689031,"31",Y,Y,,"2",
47.26152261,-122.25647011,"31",Y,Y,,"2",
47.26131694,-122.25615557,"31",Y,Y,,"2",
47.26130956,-122.25567694,"31",Y,Y,,"2",
47.26130416,-122.25527765,"31",Y,Y,,"2",
47.2612937,-122.25478887,"31",Y,Y,,"2",
47.26149919,-122.25481401,"31",Y,Y,,"2",
47.26169527,-122.25481934,"31",Y,Y,,"2",
47.26197637,-122.25484576,"31",Y,Y,,"2",
47.26187187,-122.25529555,"31",Y,Y,,"2",
47.26160422,-122.25526989,"31",Y,Y,,"2",
47.26276021,-122.25530997,"31",Y,Y,,"2",
47.26276361,-122.25470322,"31",Y,Y,,"2",
47.26248078,-122.2547467,"31",Y,Y,,"2",
47.2622967,-122.25480434,"31",Y,Y,,"2",
47.26227925,-122.25512099,"31",Y,Y,,"2",
47.26275234,-122.25578749,"31",Y,Y,,"2",
47.26247646,-122.25576759,"31",Y,Y,,"2",
47.26221577,-122.25570974,"31",Y,Y,,"2",
47.26275351,-122.25616412,"31",Y,Y,,"2",
47.26267988,-122.25683747,"31",Y,Y,,"2",
47.2626749,-122.2565195,"31",Y,Y,,"2",
47.26227753,-122.25653303,"31",Y,Y,,"2",
47.26228364,-122.25685102,"31",Y,Y,,"2",
47.26271415,-122.25714144,"31",Y,Y,,"2",
47.26274491,-122.25791416,"31",Y,Y,,"2",
47.26236258,-122.25794148,"31",Y,Y,,"2",
47.26279592,-122.25746383,"31",Y,Y,,"2",
47.26248603,-122.25749989,"31",Y,Y,,"2",
47.26283177,-122.25822192,"31",Y,Y,,"2",
47.26281908,-122.25853424,"31",Y,Y,,"2",
47.26175887,-122.2589666,"31",Y,Y,,"2",
47.26146776,-122.25899133,"31",Y,Y,,"2",
47.26324537,-122.25913889,"31",Y,Y,,"2",
47.26330067,-122.25883686,"31",Y,Y,,"2",
47.26347966,-122.25924542,"31",Y,Y,,"2",
47.26355288,-122.25871412,"31",Y,Y,,"2",
47.26367306,-122.25910365,"31",Y,Y,,"2",
47.26432365,-122.25981923,"31",Y,Y,,"2",
47.26464304,-122.25968476,"31",Y,Y,,"2",
47.264538,-122.25915463,"31",Y,Y,,"2",
47.26428516,-122.25927403,"31",Y,Y,,"2",
47.2638704,-122.25894312,"31",Y,Y,,"2",
47.26418322,-122.25875891,"31",Y,Y,,"2",
47.26440658,-122.25861423,"31",Y,Y,,"2",
47.26460829,-122.25831737,"31",Y,Y,,"2",
47.26461081,-122.25787,"31",Y,Y,,"2",
47.26447448,-122.25792678,"31",Y,Y,,"2",
47.26417863,-122.2581505,"31",Y,Y,,"2",
47.26432786,-122.25805432,"31",Y,Y,,"2",
47.26402885,-122.25824925,"31",Y,Y,,"2",
47.26388186,-122.25844615,"31",Y,Y,,"2",
47.26373389,-122.25854274,"31",Y,Y,,"2",
47.26497214,-122.25827551,"31",Y,Y,,"2",
47.26538344,-122.25798863,"31",Y,Y,,"2",
47.26564711,-122.25781146,"31",Y,Y,,"2",
47.26557349,-122.257343,"31",Y,Y,,"2",
47.26585179,-122.25755961,"31",Y,Y,,"2",
47.26632981,-122.25734277,"31",Y,Y,,"2",
47.26637279,-122.25679842,"31",Y,Y,,"2",
47.26616083,-122.25690117,"31",Y,Y,,"2",
47.26601704,-122.25699845,"31",Y,Y,,"2",
47.26581981,-122.25712185,"31",Y,Y,,"2",
47.26570484,-122.25718759,"31",Y,Y,,"2",
47.26529231,-122.25748828,"31",Y,Y,,"2",
47.26503069,-122.25771411,"31",Y,Y,,"2",
47.26502522,-122.25942028,"31",Y,Y,,"2",
47.26519518,-122.25873605,"31",Y,Y,,"2",
47.26525068,-122.25925453,"31",Y,Y,,"2",
47.26545078,-122.25912019,"31",Y,Y,,"2",
47.26499331,-122.25888333,"31",Y,Y,,"2",
47.26613704,-122.25806887,"31",Y,Y,,"2",
47.26635765,-122.25794116,"31",Y,Y,,"2",
47.2659861,-122.25824841,"31",Y,Y,,"2",
47.26572247,-122.25842441,"31",Y,Y,,"2",
47.26542047,-122.25862627,"31",Y,Y,,"2",
47.26513528,-122.26062334,"31",Y,Y,,"2",
47.26509383,-122.26028335,"31",Y,Y,,"2",
47.26589975,-122.2604271,"31",Y,Y,,"2",
47.26657016,-122.26094574,"31",Y,Y,,"2",
47.26666942,-122.2598664,"31",Y,Y,,"2",
47.26786609,-122.25858603,"31",Y,Y,,"2",
47.2680832,-122.25999776,"31",Y,Y,,"2",
47.26613731,-122.26099458,"31",Y,Y,,"2",
47.26462949,-122.26080065,"31",Y,Y,,"2",
47.26382413,-122.26269298,"32",Y,,,"1",
47.2652031,-122.26322536,"32",Y,,,"1",
47.27138749,-122.23097168,"32",Y,,,"1",
47.27168147,-122.23228077,"32",Y,,,"1",
47.27174119,-122.23146171,"32",Y,,,"1",
47.27174072,-122.23100429,"32",Y,,,"1",
47.27174731,-122.2319268,"32",Y,,,"1",
47.26847284,-122.23074042,"32",Y,,,"1",
47.26902023,-122.23252697,"32",Y,,,"1",
47.26844522,-122.23274154,"32",Y,,,"1",
47.26846107,-122.23245425,"32",Y,,,"1",
47.26844715,-122.23211985,"32",Y,,,"1",
47.26854814,-122.23164672,"32",Y,,,"1",
47.26813357,-122.23275579,"32",Y,,,"1",
47.26811089,-122.23207653,"32",Y,,,"1",
47.26566463,-122.23402456,"32",Y,,,"1",
47.26607617,-122.2339187,"32",Y,,,"1",
47.26848627,-122.23433798,"32",Y,,,"1",
47.26807252,-122.23539482,"32",Y,,,"1",
47.26668083,-122.23531009,"32",Y,,,"1",
47.26751984,-122.23461264,"32",Y,,,"1",
47.26806989,-122.23453663,"32",Y,,,"1",
47.26786637,-122.23528697,"32",Y,,,"1",
47.2676574,-122.23519182,"32",Y,,,"1",
47.2674767,-122.23523911,"32",Y,,,"1",
47.26723962,-122.23455119,"32",Y,,,"1",
47.26727189,-122.23524966,"32",Y,,,"1",
47.26706456,-122.23524411,"32",Y,,,"1",
47.26690841,-122.23529205,"32",Y,,,"1",
47.26708169,-122.23452291,"32",Y,,,"1",
47.26680293,-122.23455555,"32",Y,,,"1",
47.26660799,-122.23460646,"32",Y,,,"1",
47.26781832,-122.23466289,"32",Y,,,"1",
47.26770151,-122.23463445,"32",Y,,,"1",
47.26545863,-122.23476056,"32",Y,,,"1",
47.26641321,-122.23446894,"32",Y,,,"1",
47.26617824,-122.23449072,"32",Y,,,"1",
47.26606182,-122.23485644,"32",Y,,,"1",
47.26612317,-122.23519084,"32",Y,,,"1",
47.26627172,-122.23531509,"32",Y,,,"1",
47.26501595,-122.23676858,"32",Y,,,"1",
47.27095862,-122.23864061,"32",Y,,,"1",
47.26851393,-122.238047,"32",Y,,,"1",
47.26511848,-122.23917323,"32",Y,,,"1",
47.26486947,-122.23917785,"32",Y,,,"1",
47.26512348,-122.23851244,"32",Y,,,"1",
47.26602497,-122.23915949,"32",Y,,,"1",
47.26553238,-122.23889533,"32",Y,,,"1",
47.26577961,-122.23925598,"32",Y,,,"1",
47.26629506,-122.23856789,"32",Y,,,"1",
47.265326,-122.23926125,"32",Y,,,"1",
47.26627217,-122.23915761,"32",Y,,,"1",
47.26486655,-122.23867573,"32",Y,,,"1",
47.26487253,-122.23847885,"32",Y,,,"1",
47.26582236,-122.23888857,"32",Y,,,"1",
47.26626589,-122.23891872,"32",Y,,,"1",
47.26555274,-122.23925843,"32",Y,,,"1",
47.2684825,-122.23906314,"32",Y,,,"1",
47.26749383,-122.23993824,"32",Y,,,"1",
47.268056,-122.2406979,"32",Y,,,"1",
47.2668158,-122.23996007,"32",Y,,,"1",
47.26658772,-122.23997869,"32",Y,,,"1",
47.26709825,-122.23990096,"32",Y,,,"1",
47.26798667,-122.2399699,"32",Y,,,"1",
47.2681366,-122.23988168,"32",Y,,,"1",
47.26774965,-122.24010654,"32",Y,,,"1",
47.26729293,-122.23992656,"32",Y,,,"1",
47.26658349,-122.24031323,"32",Y,,,"1",
47.26657607,-122.24068989,"32",Y,,,"1",
47.26681388,-122.24035778,"32",Y,,,"1",
47.26683007,-122.24071716,"32",Y,,,"1",
47.26538391,-122.24202841,"32",Y,,,"1",
47.265622,-122.2420238,"32",Y,,,"1",
47.26500589,-122.24162408,"32",Y,,,"1",
47.26634285,-122.24201296,"32",Y,,,"1",
47.26488675,-122.24203722,"32",Y,,,"1",
47.26491261,-122.24125118,"32",Y,,,"1",
47.26586462,-122.24202089,"32",Y,,,"1",
47.26610584,-122.24201816,"32",Y,,,"1",
47.26514848,-122.24203147,"32",Y,,,"1",
47.26809195,-122.24135021,"32",Y,,,"1",
47.26693798,-122.24103679,"32",Y,,,"1",
47.26660822,-122.24197483,"32",Y,,,"1",
47.2680367,-122.24198321,"32",Y,,,"1",
47.26685314,-122.24197232,"32",Y,,,"1",
47.26724217,-122.24196673,"32",Y,,,"1",
47.26704849,-122.24196961,"32",Y,,,"1",
47.26659851,-122.24107938,"32",Y,,,"1",
47.2666757,-122.24149881,"32",Y,,,"1",
47.26690348,-122.24139669,"32",Y,,,"1",
47.26674636,-122.24263974,"32",Y,,,"1",
47.26692601,-122.24263362,"32",Y,,,"1",
47.26568351,-122.24264818,"32",Y,,,"1",
47.26489472,-122.24345059,"32",Y,,,"1",
47.26526461,-122.24271206,"32",Y,,,"1",
47.26588401,-122.24263998,"32",Y,,,"1",
47.26484049,-122.24254452,"32",Y,,,"1",
47.26489763,-122.24315348,"32",Y,,,"1",
47.26489868,-122.2428791,"32",Y,,,"1",
47.26559093,-122.24310923,"32",Y,,,"1",
47.26559802,-122.2434862,"32",Y,,,"1",
47.2659299,-122.24311402,"32",Y,,,"1",
47.26591668,-122.24346447,"32",Y,,,"1",
47.26485991,-122.2437235,"32",Y,,,"1",
47.26357978,-122.24383257,"32",Y,,,"1",
47.26377499,-122.24384366,"32",Y,,,"1",
47.26359196,-122.24411165,"32",Y,,,"1",
47.26401875,-122.24464817,"32",Y,,,"1",
47.26448522,-122.24411723,"32",Y,,,"1",
47.26438597,-122.24468942,"32",Y,,,"1",
47.26357932,-122.24460781,"32",Y,,,"1",
47.26400547,-122.24378968,"32",Y,,,"1",
47.26403968,-122.24407554,"32",Y,,,"1",
47.26403917,-122.24435504,"32",Y,,,"1",
47.26442893,-122.24257173,"32",Y,,,"1",
47.26442957,-122.24347517,"32",Y,,,"1",
47.26415454,-122.24345509,"32",Y,,,"1",
47.26442839,-122.24297344,"32",Y,,,"1",
47.26400587,-122.24208111,"32",Y,,,"1",
47.26441413,-122.24168453,"32",Y,,,"1",
47.26400883,-122.24174282,"32",Y,,,"1",
47.26444417,-122.24214728,"32",Y,,,"1",
47.26449018,-122.24114815,"32",Y,,,"1",
47.2639115,-122.24122002,"32",Y,,,"1",
47.26375454,-122.24128936,"32",Y,,,"1",
47.26356764,-122.24129608,"32",Y,,,"1",
47.26447331,-122.24082429,"32",Y,,,"1",
47.2640779,-122.24071943,"32",Y,,,"1",
47.26248987,-122.23996089,"32",Y,,,"1",
47.2633764,-122.24130648,"32",Y,,,"1",
47.26317212,-122.24136033,"32",Y,,,"1",
47.26297434,-122.24130659,"32",Y,,,"1",
47.26251013,-122.24109266,"32",Y,,,"1",
47.26254344,-122.24147066,"32",Y,,,"1",
47.26200088,-122.24446659,"32",Y,,,"1",
47.26170268,-122.24470236,"32",Y,,,"1",
47.26145947,-122.24471459,"32",Y,,,"1",
47.2611842,-122.24456311,"32",Y,,,"1",
47.26202186,-122.24354972,"32",Y,,,"1",
47.26202266,-122.24280322,"32",Y,,,"1",
47.26199101,-122.24244077,"32",Y,,,"1",
47.26130989,-122.24222562,"32",Y,,,"1",
47.26197534,-122.24114542,"32",Y,,,"1",
47.26198196,-122.24146816,"32",Y,,,"1",
47.26200158,-122.24198892,"32",Y,,,"1",
47.26196956,-122.2408485,"32",Y,,,"1",
47.26147619,-122.24078413,"32",Y,,,"1",
47.26122636,-122.24068994,"32",Y,,,"1",
47.26166662,-122.24387233,"32",Y,,,"1",
47.26131123,-122.24189621,"32",Y,,,"1",
47.26124107,-122.24151299,"32",Y,,,"1",
47.26138896,-122.24127094,"32",Y,,,"1",
47.26169748,-122.24414356,"32",Y,,,"1",
47.26207062,-122.24004568,"32",Y,,,"1",
47.26128081,-122.24002894,"32",Y,,,"1",
47.26084769,-122.24539825,"32",Y,,,"1",
47.26009178,-122.24571731,"32",Y,,,"1",
47.2601218,-122.245254,"32",Y,,,"1",
47.26025883,-122.24527096,"32",Y,,,"1",
47.26048152,-122.24522391,"32",Y,,,"1",
47.25985671,-122.24527963,"32",Y,,,"1",
47.25959102,-122.24532183,"32",Y,,,"1",
47.25926708,-122.24532252,"32",Y,,,"1",
47.25843969,-122.24607629,"31",Y,Y,,"2",
47.25895421,-122.24532412,"31",Y,Y,,"2",
47.25868065,-122.24537752,"31",Y,Y,,"2",
47.25819618,-122.24533671,"31",Y,Y,,"2",
47.25798852,-122.24543482,"31",Y,Y,,"2",
47.25763461,-122.24601073,"31",Y,Y,,"2",
47.25764475,-122.24527689,"31",Y,Y,,"2",
47.26041436,-122.24815771,"31",Y,Y,,"2",
47.26017215,-122.24814998,"31",Y,Y,,"2",
47.25988827,-122.24825185,"31",Y,Y,,"2",
47.25952608,-122.24819895,"31",Y,Y,,"2",
47.25932187,-122.24816076,"31",Y,Y,,"2",
47.25902649,-122.24819388,"31",Y,Y,,"2",
47.25874269,-122.24814249,"31",Y,Y,,"2",
47.25766635,-122.24822931,"31",Y,Y,,"2",
47.25816379,-122.24821636,"31",Y,Y,,"2",
47.2593847,-122.24889007,"31",Y,Y,,"2",
47.25833268,-122.25001647,"31",Y,Y,,"2",
47.25838532,-122.24951162,"31",Y,Y,,"2",
47.2586523,-122.24889077,"31",Y,Y,,"2",
47.25861919,-122.24995002,"31",Y,Y,,"2",
47.25833618,-122.2489256,"31",Y,Y,,"2",
47.25911193,-122.24886878,"31",Y,Y,,"2",
47.25889826,-122.24887338,"31",Y,Y,,"2",
47.25890636,-122.25001161,"31",Y,Y,,"2",
47.25912005,-122.25000757,"31",Y,Y,,"2",
47.2575852,-122.24898825,"31",Y,Y,,"2",
47.26800681,-122.24512829,"32",Y,,,"1",
47.26800678,-122.24542132,"32",Y,,,"1",
47.26769681,-122.24528372,"32",Y,,,"1",
47.26744646,-122.24520615,"32",Y,,,"1",
47.26722628,-122.24513908,"32",Y,,,"1",
47.26697109,-122.24525213,"32",Y,,,"1",
47.2668199,-122.24520782,"32",Y,,,"1",
47.2667,-122.24520459,"32",Y,,,"1",
47.2665752,-122.24579732,"32",Y,,,"1",
47.26669789,-122.24578189,"32",Y,,,"1",
47.26681529,-122.2457813,"32",Y,,,"1",
47.26659011,-122.24521662,"32",Y,,,"1",
47.26724628,-122.24572462,"32",Y,,,"1",
47.26800107,-122.24587524,"32",Y,,,"1",
47.26627324,-122.24517742,"32",Y,,,"1",
47.26605632,-122.24523153,"32",Y,,,"1",
47.26583649,-122.2452038,"32",Y,,,"1",
47.26561677,-122.24523503,"32",Y,,,"1",
47.26540294,-122.24527609,"32",Y,,,"1",
47.26512911,-122.24532683,"32",Y,,,"1",
47.26488296,-122.24518865,"32",Y,,,"1",
47.26488176,-122.24547166,"32",Y,,,"1",
47.26516701,-122.24589123,"32",Y,,,"1",
47.26538524,-122.2458912,"32",Y,,,"1",
47.26486569,-122.24575714,"32",Y,,,"1",
47.26560366,-122.24589162,"32",Y,,,"1",
47.26581133,-122.24585507,"32",Y,,,"1",
47.26604364,-122.24579458,"32",Y,,,"1",
47.26628671,-122.24585911,"32",Y,,,"1",
47.26529857,-122.24710377,"32",Y,,,"1",
47.26529846,-122.24743825,"32",Y,,,"1",
47.26532583,-122.24767494,"32",Y,,,"1",
47.26537008,-122.24800705,"32",Y,,,"1",
47.26536923,-122.24828816,"32",Y,,,"1",
47.26535402,-122.24851401,"31",Y,Y,,"2",
47.26539507,-122.24882371,"31",Y,Y,,"2",
47.26539385,-122.24914512,"31",Y,Y,,"2",
47.26537171,-122.24935185,"31",Y,Y,,"2",
47.26519524,-122.24974987,"31",Y,Y,,"2",
47.26490798,-122.24959168,"31",Y,Y,,"2",
47.26483015,-122.24929744,"31",Y,Y,,"2",
47.26491081,-122.24880719,"31",Y,Y,,"2",
47.26491002,-122.2485681,"31",Y,Y,,"2",
47.26491231,-122.24823583,"31",Y,Y,,"2",
47.26491375,-122.24767639,"32",Y,,,"1",
47.26491545,-122.24723698,"32",Y,,,"1",
47.26491485,-122.24700886,"32",Y,,,"1",
47.26617478,-122.24703653,"32",Y,,,"1",
47.26617697,-122.24752074,"32",Y,,,"1",
47.26621531,-122.24780392,"32",Y,,,"1",
47.26622021,-122.24809338,"32",Y,,,"1",
47.26621613,-122.24865894,"32",Y,,,"1",
47.2661685,-122.24898129,"32",Y,,,"1",
47.26616599,-122.24929905,"31",Y,Y,,"2",
47.26620977,-122.2496824,"31",Y,Y,,"2",
47.26606757,-122.24985053,"31",Y,Y,,"2",
47.26568086,-122.24984784,"31",Y,Y,,"2",
47.26578224,-122.24965206,"31",Y,Y,,"2",
47.26590466,-122.24943495,"31",Y,Y,,"2",
