Unnamed: 0,ADDR_FULL,ZIP5,PLUS4,CTYNAME,POSTALCTYNAME,LAT,LON,APPRLNDVAL,APPR_IMPR,TAX_LNDVAL,TAX_IMPR,is_threatened
4003,31806 MILITARY RD S,98001,3119.0,,AUBURN,47.31673,-122.28374,135000.0,206000.0,135000.0,206000.0,0
4004,31689 MILITARY RD S,98001,3118.0,,AUBURN,47.31727,-122.2839,87100.0,143000.0,61000.0,87000.0,0
4005,30417 38TH AVE S,98001,3202.0,,AUBURN,47.32892,-122.28749,107000.0,114000.0,107000.0,114000.0,0
4006,30425 38TH AVE S,98001,3202.0,,AUBURN,47.32874,-122.28721,174000.0,458000.0,174000.0,458000.0,0
4007,31814 MILITARY RD S,98001,3119.0,,AUBURN,47.31648,-122.28376,135000.0,240000.0,135000.0,240000.0,0
4008,31800 MILITARY RD S,98001,3119.0,,AUBURN,47.31705,-122.28358,128000.0,415000.0,128000.0,415000.0,0
4009,3805 S 312TH ST,98001,2637.0,,AUBURN,47.32138,-122.28197,165000.0,88000.0,165000.0,88000.0,0
4010,31838 MILITARY RD S,98001,3119.0,,AUBURN,47.3159,-122.28358,67000.0,128000.0,67000.0,128000.0,0
4011,3845 S 312TH ST,98001,2637.0,,AUBURN,47.32209,-122.28227,94000.0,222000.0,94000.0,222000.0,0
4012,3835 S 312TH ST,98001,2637.0,,AUBURN,47.32209,-122.28265,101000.0,41000.0,101000.0,41000.0,0
4013,31204 MILITARY RD S,98001,3117.0,,AUBURN,47.32204,-122.2868,105000.0,51000.0,105000.0,51000.0,0
4014,3732 S 312TH LN,98001,3221.0,,AUBURN,47.32235,-122.28594,136000.0,385000.0,136000.0,385000.0,0
4015,3855 S 312TH ST,98001,2637.0,,AUBURN,47.3221,-122.28197,101000.0,256000.0,101000.0,256000.0,0
4016,3738 S 312TH LN,98001,3221.0,,AUBURN,47.3224,-122.28559,152000.0,42000.0,152000.0,42000.0,0
4017,3744 S 312TH LN,98001,3221.0,,AUBURN,47.32237,-122.28531,152000.0,245000.0,152000.0,245000.0,0
4018,31980 MILITARY RD S,98001,3120.0,,AUBURN,47.31544,-122.28308,663800.0,1105400.0,663800.0,1079600.0,0
4019,31672 MILITARY RD S,98001,3118.0,,AUBURN,47.31827,-122.28395,84000.0,336000.0,84000.0,336000.0,0
4020,31674 MILITARY RD S,98001,3118.0,,AUBURN,47.31809,-122.28397,84000.0,322000.0,84000.0,322000.0,0
4021,31664 MILITARY RD S,98001,3118.0,,AUBURN,47.31824,-122.28325,126000.0,152000.0,126000.0,152000.0,0
4022,13312 SE 312TH WAY,98092,3201.0,,AUBURN,47.31827,-122.16418,145000.0,193000.0,145000.0,193000.0,0
4023,13207 SE 312TH CT,98092,,AUBURN,,47.32183,-122.16547,128000.0,323000.0,128000.0,323000.0,0
4024,14715 SE 317TH ST,98092,9205.0,,AUBURN,47.31789,-122.14511,179000.0,130000.0,179000.0,130000.0,0
4025,14720 SE AUBURN BLACK DIAMOND RD,98092,9212.0,,AUBURN,47.31655,-122.14479,209000.0,299000.0,209000.0,299000.0,0
4026,14304 SE 318TH ST,98092,9243.0,,AUBURN,47.31691,-122.15192,204000.0,114000.0,204000.0,114000.0,0
4027,14526 SE 318TH ST,98092,9228.0,,AUBURN,47.31723,-122.14653,192000.0,168000.0,192000.0,168000.0,0
4028,14439 SE 317TH ST,98092,9205.0,,AUBURN,47.31785,-122.14806,102000.0,118000.0,102000.0,118000.0,0
4029,30628 132ND AVE SE,98092,3219.0,AUBURN,AUBURN,47.32702,-122.16531,95000.0,195000.0,95000.0,195000.0,0
4030,13730 SE AUBURN BLACK DIAMOND RD,98092,9245.0,,AUBURN,47.3177,-122.15871,281000.0,400000.0,281000.0,400000.0,0
4031,14509 SE 317TH ST,98092,9205.0,,AUBURN,47.3178,-122.14729,111000.0,91000.0,111000.0,91000.0,0
4032,14428 SE 318TH ST,98092,9279.0,,AUBURN,47.31724,-122.14859,199000.0,296000.0,199000.0,296000.0,0
4033,13606 SE AUBURN BLACK DIAMOND RD,98092,9251.0,,AUBURN,47.31696,-122.16066,133000.0,238000.0,133000.0,238000.0,0
4034,14417 SE 317TH ST,98092,9205.0,,AUBURN,47.31776,-122.14902,111000.0,221000.0,111000.0,221000.0,0
4035,14426 SE AUBURN BLACK DIAMOND RD,98092,9211.0,,AUBURN,47.31653,-122.14926,147000.0,84000.0,94000.0,53000.0,0
4036,14442 SE 318TH ST,98092,9279.0,,AUBURN,47.31745,-122.14813,137000.0,213000.0,137000.0,213000.0,0
4037,14508 SE 318TH ST,98092,9228.0,,AUBURN,47.31728,-122.1474,190000.0,351000.0,190000.0,351000.0,0
4038,30402 132ND AVE SE,98092,3221.0,AUBURN,AUBURN,47.32912,-122.16338,2286100.0,8795800.0,2286100.0,8795800.0,0
4039,30440 132ND AVE SE,98092,3221.0,AUBURN,AUBURN,47.32839,-122.16115,135000.0,400000.0,135000.0,400000.0,0
4040,14414 SE 318TH ST,98092,9279.0,,AUBURN,47.31739,-122.1492,101000.0,232000.0,101000.0,232000.0,0
4041,14330 SE 318TH ST,98092,9243.0,,AUBURN,47.31748,-122.14999,215000.0,281000.0,215000.0,281000.0,0
4042,13604 SE AUBURN BLACK DIAMOND RD,98092,9251.0,,AUBURN,47.31539,-122.16019,114000.0,332000.0,114000.0,332000.0,0
4043,14312 SE 318TH ST,98092,9243.0,,AUBURN,47.3185,-122.15001,115000.0,106000.0,40000.0,12200.0,0
4044,13324 SE 312TH WAY,98092,3201.0,,AUBURN,47.318,-122.16372,137000.0,286000.0,137000.0,286000.0,0
4045,30430 132ND AVE SE,98092,3221.0,AUBURN,AUBURN,47.32891,-122.16182,283000.0,78000.0,283000.0,78000.0,0
4046,13325 SE 312TH WAY,98092,3201.0,,AUBURN,47.31727,-122.16389,135000.0,91000.0,135000.0,91000.0,0
4047,13217 SE 312TH CT,98092,,AUBURN,,47.32189,-122.16489,166000.0,410000.0,166000.0,410000.0,0
4048,13227 SE 312TH CT,98092,,AUBURN,,47.32202,-122.16452,151000.0,303000.0,151000.0,303000.0,0
4049,13231 SE 312TH CT,98092,,AUBURN,,47.32223,-122.16425,165000.0,513000.0,165000.0,513000.0,0
4050,2030 S 330TH ST,98003,6827.0,FEDERAL WAY,FEDERAL WAY,47.30625,-122.30607,80000.0,243000.0,80000.0,243000.0,0
4051,32849 22ND AVE S,98003,6846.0,FEDERAL WAY,FEDERAL WAY,47.30646,-122.30607,80000.0,218000.0,80000.0,218000.0,0
4052,32841 22ND AVE S,98003,6846.0,FEDERAL WAY,FEDERAL WAY,47.30667,-122.30606,80000.0,204000.0,80000.0,204000.0,0
4053,32835 22ND AVE S,98003,6846.0,FEDERAL WAY,FEDERAL WAY,47.30687,-122.30608,80000.0,181000.0,80000.0,181000.0,0
4054,32829 22ND AVE S,98003,6846.0,FEDERAL WAY,FEDERAL WAY,47.30711,-122.30603,80000.0,221000.0,80000.0,221000.0,0
4055,32825 22ND AVE S,98003,6846.0,FEDERAL WAY,FEDERAL WAY,47.30714,-122.30561,80000.0,274000.0,80000.0,274000.0,0
4056,32824 22ND AVE S,98003,6846.0,FEDERAL WAY,FEDERAL WAY,47.30687,-122.3054,80000.0,184000.0,80000.0,184000.0,0
4057,32848 22ND AVE S,98003,6846.0,FEDERAL WAY,FEDERAL WAY,47.30646,-122.30542,80000.0,215000.0,80000.0,215000.0,0
4058,2206 S 330TH ST,98003,6828.0,FEDERAL WAY,FEDERAL WAY,47.30624,-122.30542,80000.0,156000.0,80000.0,156000.0,0
4059,13002 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16814,104000.0,291000.0,104000.0,291000.0,0
4060,13004 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16797,104000.0,267000.0,104000.0,267000.0,0
4061,13006 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.1678,104000.0,303000.0,104000.0,303000.0,0
4062,13008 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16763,104000.0,339000.0,104000.0,339000.0,0
4063,13010 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16746,104000.0,339000.0,104000.0,339000.0,0
4064,13012 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16728,104000.0,303000.0,104000.0,303000.0,0
4065,13014 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16712,104000.0,334000.0,104000.0,334000.0,0
4066,13016 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16694,104000.0,305000.0,104000.0,305000.0,0
4067,13018 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32588,-122.16679,104000.0,339000.0,104000.0,339000.0,0
4068,13020 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32587,-122.1666,104000.0,312000.0,104000.0,312000.0,0
4069,13022 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32582,-122.16637,104000.0,371000.0,104000.0,371000.0,0
4070,13024 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32576,-122.16611,104000.0,371000.0,104000.0,371000.0,0
4071,13023 SE 308TH LN,98092,3285.0,AUBURN,AUBURN,47.32527,-122.16613,104000.0,295000.0,104000.0,295000.0,0
4072,13025 SE 308TH LN,98092,3285.0,AUBURN,AUBURN,47.3251,-122.16613,104000.0,329000.0,104000.0,329000.0,0
4073,13027 SE 308TH LN,98092,3285.0,AUBURN,AUBURN,47.32492,-122.16619,104000.0,295000.0,104000.0,295000.0,0
4074,13021 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32538,-122.16647,104000.0,239000.0,104000.0,239000.0,0
4075,13019 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32545,-122.16663,104000.0,246000.0,104000.0,246000.0,0
4076,13017 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32549,-122.16678,104000.0,291000.0,104000.0,291000.0,0
4077,13015 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32553,-122.16701,104000.0,264000.0,104000.0,264000.0,0
4078,13013 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32553,-122.16717,104000.0,285000.0,104000.0,285000.0,0
4079,13011 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32554,-122.16733,104000.0,264000.0,104000.0,264000.0,0
4080,13009 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32554,-122.16749,104000.0,295000.0,104000.0,295000.0,0
4081,13007 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32554,-122.16765,104000.0,295000.0,104000.0,295000.0,0
4082,13005 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32554,-122.16782,104000.0,264000.0,104000.0,264000.0,0
4083,13003 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32554,-122.16798,104000.0,246000.0,104000.0,246000.0,0
4084,13001 SE 308TH ST,98092,3284.0,AUBURN,AUBURN,47.32555,-122.16814,104000.0,259000.0,104000.0,259000.0,0
4085,13002 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32529,-122.16814,104000.0,246000.0,104000.0,246000.0,0
4086,13004 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32525,-122.16797,104000.0,288000.0,104000.0,288000.0,0
4087,13006 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32524,-122.1678,104000.0,295000.0,104000.0,295000.0,0
4088,13008 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32525,-122.16765,104000.0,288000.0,104000.0,288000.0,0
4089,13010 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32525,-122.1675,104000.0,295000.0,104000.0,295000.0,0
4090,13012 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32525,-122.16734,104000.0,264000.0,104000.0,264000.0,0
4091,13014 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32525,-122.16717,104000.0,291000.0,104000.0,291000.0,0
4092,13016 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32528,-122.167,104000.0,239000.0,104000.0,239000.0,0
4093,13018 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32527,-122.16676,104000.0,236000.0,104000.0,236000.0,0
4094,13020 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32517,-122.16658,104000.0,275000.0,104000.0,275000.0,0
4095,13022 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32506,-122.16653,104000.0,275000.0,104000.0,275000.0,0
4096,13023 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32486,-122.16646,104000.0,339000.0,104000.0,339000.0,0
4097,13021 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32486,-122.16661,104000.0,275000.0,104000.0,275000.0,0
4098,13019 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32485,-122.16678,104000.0,275000.0,104000.0,275000.0,0
4099,13017 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32481,-122.16696,104000.0,325000.0,104000.0,325000.0,0
4100,13015 SE 308TH PL,98092,3287.0,AUBURN,AUBURN,47.32483,-122.16716,104000.0,309000.0,104000.0,309000.0,0
4101,13008 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.3246,-122.16754,104000.0,334000.0,104000.0,334000.0,0
4102,13010 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.3246,-122.16738,104000.0,333000.0,104000.0,333000.0,0
4103,13012 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.3246,-122.1672,104000.0,285000.0,104000.0,285000.0,0
4104,13014 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.3246,-122.16701,104000.0,285000.0,104000.0,285000.0,0
4105,13016 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32461,-122.16681,104000.0,275000.0,104000.0,275000.0,0
4106,13018 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32462,-122.16666,104000.0,275000.0,104000.0,275000.0,0
4107,13022 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.3246,-122.16647,104000.0,325000.0,104000.0,325000.0,0
4108,13029 SE 308TH LN,98092,3285.0,AUBURN,AUBURN,47.32473,-122.1662,104000.0,319000.0,104000.0,319000.0,0
4109,13024 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32456,-122.16619,104000.0,327000.0,104000.0,327000.0,0
4110,30931 132ND AVE SE,98092,3216.0,AUBURN,AUBURN,47.32427,-122.16633,104000.0,284000.0,104000.0,284000.0,0
4111,13021 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32434,-122.16669,104000.0,275000.0,104000.0,275000.0,0
4112,13019 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32416,-122.16667,104000.0,309000.0,104000.0,309000.0,0
4113,13017 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32415,-122.16691,104000.0,309000.0,104000.0,309000.0,0
4114,13015 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32415,-122.16717,104000.0,311000.0,104000.0,311000.0,0
4115,13013 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32417,-122.16733,104000.0,273000.0,104000.0,273000.0,0
4116,13011 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32416,-122.16751,104000.0,305000.0,104000.0,305000.0,0
4117,13009 SE 309TH PL,98092,3283.0,AUBURN,AUBURN,47.32418,-122.16769,104000.0,303000.0,104000.0,303000.0,0
4118,403 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32896,68000.0,208000.0,68000.0,208000.0,0
4119,411 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.3285,-122.32872,68000.0,252000.0,68000.0,252000.0,0
4120,419 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32848,-122.32841,68000.0,202000.0,68000.0,202000.0,0
4121,425 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32851,-122.32809,68000.0,224000.0,68000.0,224000.0,0
4122,433 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32782,68000.0,224000.0,68000.0,224000.0,0
4123,441 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32753,68000.0,253000.0,68000.0,253000.0,0
4124,447 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32723,68000.0,219000.0,68000.0,219000.0,0
4125,455 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32694,68000.0,229000.0,68000.0,229000.0,0
4126,461 S 305TH ST,98003,4020.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32664,68000.0,193000.0,61000.0,134000.0,0
4127,603 S 305TH ST,98003,4021.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32634,68000.0,214000.0,68000.0,214000.0,0
4128,611 S 305TH ST,98003,4021.0,FEDERAL WAY,FEDERAL WAY,47.32846,-122.32607,68000.0,229000.0,68000.0,229000.0,0
4129,619 S 305TH ST,98003,4021.0,FEDERAL WAY,FEDERAL WAY,47.32846,-122.32577,68000.0,236000.0,68000.0,236000.0,0
4130,627 S 305TH ST,98003,4021.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32545,68000.0,242000.0,68000.0,242000.0,0
4131,635 S 305TH ST,98003,4021.0,FEDERAL WAY,FEDERAL WAY,47.32849,-122.32515,68000.0,269000.0,68000.0,269000.0,0
4132,643 S 305TH ST,98003,4021.0,FEDERAL WAY,FEDERAL WAY,47.32851,-122.32481,68000.0,231000.0,68000.0,231000.0,0
4133,649 S 305TH ST,98003,4021.0,FEDERAL WAY,FEDERAL WAY,47.32846,-122.32458,68000.0,242000.0,68000.0,242000.0,0
4134,30441 8TH AVE S,98003,4113.0,FEDERAL WAY,FEDERAL WAY,47.32846,-122.32426,68000.0,224000.0,68000.0,224000.0,0
4135,4604 47TH ST SE,98092,8445.0,AUBURN,AUBURN,47.26535,-122.16959,193000.0,547000.0,193000.0,547000.0,0
4136,4512 47TH ST SE,98092,8431.0,AUBURN,AUBURN,47.26603,-122.17018,193000.0,362000.0,193000.0,362000.0,0
4137,4218 47TH ST SE,98092,8443.0,AUBURN,AUBURN,47.2653,-122.17229,193000.0,727000.0,193000.0,727000.0,0
4138,4222 47TH ST SE,98092,8443.0,AUBURN,AUBURN,47.266,-122.17135,193000.0,389000.0,193000.0,389000.0,0
4139,4210 47TH ST SE,98092,8443.0,AUBURN,AUBURN,47.26534,-122.1739,193000.0,378000.0,193000.0,378000.0,0
4140,4132 47TH ST SE,98092,8442.0,AUBURN,AUBURN,47.26637,-122.17465,193000.0,764000.0,193000.0,764000.0,0
4141,4101 47TH ST SE,98092,8442.0,AUBURN,AUBURN,47.26726,-122.17567,193000.0,520000.0,193000.0,520000.0,0
4142,4233 47TH ST SE,98092,8452.0,AUBURN,AUBURN,47.26713,-122.1748,193000.0,1217000.0,193000.0,1217000.0,0
4143,4217 47TH ST SE,98092,8452.0,AUBURN,AUBURN,47.26823,-122.17122,96000.0,805000.0,96000.0,805000.0,0
4144,4431 47TH ST SE,98092,8444.0,AUBURN,AUBURN,47.26711,-122.17125,193000.0,564000.0,193000.0,564000.0,0
4145,4515 47TH ST SE,98092,8453.0,AUBURN,AUBURN,47.26701,-122.17024,193000.0,643000.0,193000.0,643000.0,0
4146,4601 BRIDGET AVE SE,98092,8447.0,AUBURN,AUBURN,47.2682,-122.16887,193000.0,579000.0,193000.0,579000.0,0
4147,3340 S 283RD LN,98001,1130.0,,AUBURN,47.34782,-122.29168,18500.0,327500.0,18500.0,327500.0,0
4148,29704 123RD PL SE,98092,2074.0,KENT,AUBURN,47.33584,-122.17662,121000.0,383000.0,121000.0,383000.0,0
4149,29628 123RD PL SE,98092,2073.0,KENT,AUBURN,47.33594,-122.17661,121000.0,363000.0,121000.0,363000.0,0
4150,29622 123RD PL SE,98092,2073.0,KENT,AUBURN,47.33606,-122.17661,121000.0,357000.0,121000.0,357000.0,0
4151,29618 123RD PL SE,98092,2073.0,KENT,AUBURN,47.33616,-122.17663,121000.0,363000.0,121000.0,363000.0,0
4152,29614 123RD PL SE,98092,2073.0,KENT,AUBURN,47.33626,-122.17662,121000.0,351000.0,121000.0,351000.0,0
4153,29610 123RD PL SE,98092,2073.0,KENT,AUBURN,47.33639,-122.17662,121000.0,363000.0,121000.0,363000.0,0
4154,29606 123RD PL SE,98092,2073.0,KENT,AUBURN,47.3365,-122.17661,121000.0,357000.0,121000.0,357000.0,0
4155,29512 123RD PL SE,98092,2072.0,KENT,AUBURN,47.33747,-122.17658,121000.0,0.0,121000.0,0.0,0
4156,29508 123RD PL SE,98092,2072.0,KENT,AUBURN,47.33758,-122.17657,121000.0,0.0,121000.0,0.0,0
4157,29502 124TH AVE SE,98092,,KENT,,47.33769,-122.17657,121000.0,0.0,121000.0,0.0,0
4158,29430 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33778,-122.17657,121000.0,0.0,121000.0,0.0,0
4159,29428 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33789,-122.17658,121000.0,0.0,121000.0,0.0,0
4160,29426 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33801,-122.17657,121000.0,0.0,121000.0,0.0,0
4161,29422 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33812,-122.17657,121000.0,0.0,121000.0,0.0,0
4162,29418 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33825,-122.17659,121000.0,0.0,121000.0,0.0,0
4163,29414 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33834,-122.17657,121000.0,0.0,121000.0,0.0,0
4164,29406 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33846,-122.17658,121000.0,0.0,121000.0,0.0,0
4165,29402 123RD PL SE,98092,2071.0,KENT,AUBURN,47.33856,-122.17659,121000.0,0.0,121000.0,0.0,0
4166,29330 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33867,-122.17657,121000.0,0.0,121000.0,0.0,0
4167,29326 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33879,-122.17656,121000.0,0.0,121000.0,0.0,0
4168,29322 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33895,-122.17654,121000.0,0.0,121000.0,0.0,0
4169,29318 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33908,-122.17655,121000.0,0.0,121000.0,0.0,0
4170,29316 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33917,-122.17654,121000.0,0.0,121000.0,0.0,0
4171,29312 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33928,-122.17655,121000.0,0.0,121000.0,0.0,0
4172,29308 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33939,-122.17654,121000.0,0.0,121000.0,0.0,0
4173,29306 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33949,-122.17655,121000.0,0.0,121000.0,0.0,0
4174,29302 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33961,-122.17656,121000.0,0.0,121000.0,0.0,0
4175,29228 123RD PL SE,98092,2069.0,KENT,AUBURN,47.33971,-122.17655,121000.0,0.0,121000.0,0.0,0
4176,29226 123RD PL SE,98092,2069.0,KENT,AUBURN,47.33983,-122.17656,121000.0,0.0,121000.0,0.0,0
4177,29220 123RD PL SE,98092,2069.0,KENT,AUBURN,47.33994,-122.17657,121000.0,0.0,121000.0,0.0,0
4178,29216 123RD PL SE,98092,2069.0,KENT,AUBURN,47.34004,-122.17655,121000.0,0.0,121000.0,0.0,0
4179,29212 123RD PL SE,98092,2069.0,KENT,AUBURN,47.34016,-122.17656,121000.0,410000.0,121000.0,410000.0,0
4180,29315 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33919,-122.17712,121000.0,396000.0,121000.0,396000.0,0
4181,29311 123RD PL SE,98092,2070.0,KENT,AUBURN,47.3393,-122.17713,121000.0,383000.0,121000.0,383000.0,0
4182,29307 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33942,-122.17715,121000.0,396000.0,121000.0,396000.0,0
4183,29305 123RD PL SE,98092,2070.0,KENT,AUBURN,47.33954,-122.17712,121000.0,383000.0,121000.0,383000.0,0
4184,12227 SE 293RD ST,98092,2081.0,KENT,AUBURN,47.33948,-122.17746,121000.0,357000.0,121000.0,357000.0,0
4185,29310 SE 293RD ST,98092,,KENT,,47.33941,-122.17782,121000.0,357000.0,121000.0,357000.0,0
4186,29316 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33933,-122.17771,121000.0,348000.0,121000.0,348000.0,0
4187,29318 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33922,-122.17762,121000.0,364000.0,121000.0,364000.0,0
4188,29320 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33913,-122.17751,121000.0,363000.0,121000.0,363000.0,0
4189,29322 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33895,-122.17753,121000.0,383000.0,121000.0,383000.0,0
4190,29324 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33883,-122.17758,121000.0,396000.0,121000.0,396000.0,0
4191,29326 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33871,-122.17764,121000.0,383000.0,121000.0,383000.0,0
4192,29330 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33863,-122.17773,121000.0,396000.0,121000.0,396000.0,0
4193,29331 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33865,-122.17842,121000.0,396000.0,121000.0,396000.0,0
4194,29327 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33876,-122.17841,121000.0,396000.0,121000.0,396000.0,0
4195,29325 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33887,-122.1784,121000.0,383000.0,121000.0,383000.0,0
4196,29323 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33902,-122.17845,121000.0,357000.0,121000.0,357000.0,0
4197,29321 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33902,-122.17807,121000.0,383000.0,121000.0,383000.0,0
4198,29317 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33914,-122.17821,121000.0,386000.0,121000.0,386000.0,0
4199,29311 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33922,-122.17831,121000.0,396000.0,121000.0,396000.0,0
4200,29305 122ND PL SE,98092,2068.0,KENT,AUBURN,47.33931,-122.1784,121000.0,383000.0,121000.0,383000.0,0
4201,29229 122ND PL SE,98092,2067.0,KENT,AUBURN,47.33941,-122.17847,121000.0,396000.0,121000.0,396000.0,0
4202,29225 122ND PL SE,98092,2067.0,KENT,AUBURN,47.3395,-122.1786,121000.0,396000.0,121000.0,396000.0,0
4203,12208 SE 293RD ST,98092,2081.0,KENT,AUBURN,47.33964,-122.1782,121000.0,306000.0,121000.0,306000.0,0
4204,12210 SE 293RD ST,98092,2081.0,KENT,AUBURN,47.33969,-122.17806,121000.0,320000.0,121000.0,320000.0,0
4205,12214 SE 293RD ST,98092,2081.0,KENT,AUBURN,47.33973,-122.17792,121000.0,306000.0,121000.0,306000.0,0
4206,12220 SE 293RD ST,98092,2081.0,KENT,AUBURN,47.33977,-122.17777,121000.0,314000.0,121000.0,314000.0,0
4207,12222 SE 293RD ST,98092,2081.0,KENT,AUBURN,47.3398,-122.17763,121000.0,306000.0,121000.0,306000.0,0
4208,12226 SE 293RD ST,98092,2081.0,KENT,AUBURN,47.33983,-122.17749,121000.0,320000.0,121000.0,320000.0,0
4209,12302 SE 293RD ST,98092,2082.0,KENT,AUBURN,47.33985,-122.17734,121000.0,306000.0,121000.0,306000.0,0
4210,12306 SE 293RD ST,98092,2082.0,KENT,AUBURN,47.33986,-122.17718,121000.0,320000.0,121000.0,320000.0,0
