Unnamed: 0,ADDR_FULL,ZIP5,PLUS4,CTYNAME,POSTALCTYNAME,LAT,LON,APPRLNDVAL,APPR_IMPR,TAX_LNDVAL,TAX_IMPR,is_threatened
31837,30033 129TH AVE SE,98092,2167.0,AUBURN,AUBURN,47.3328,-122.17021,115000.0,312000.0,115000.0,312000.0,0
31838,30037 129TH AVE SE,98092,2167.0,AUBURN,AUBURN,47.33263,-122.17034,115000.0,339000.0,115000.0,339000.0,0
31839,30043 129TH AVE SE,98092,2167.0,AUBURN,AUBURN,47.33244,-122.17026,115000.0,312000.0,115000.0,312000.0,0
31840,12820 SE 301ST ST,98092,2187.0,AUBURN,AUBURN,47.3325,-122.17063,115000.0,339000.0,115000.0,339000.0,0
31841,12814 SE 301ST ST,98092,2187.0,AUBURN,AUBURN,47.3325,-122.17087,115000.0,331000.0,115000.0,331000.0,0
31842,12815 SE 301ST ST,98092,2187.0,AUBURN,AUBURN,47.33209,-122.17088,115000.0,265000.0,115000.0,265000.0,0
31843,12821 SE 301ST ST,98092,2187.0,AUBURN,AUBURN,47.33209,-122.17063,115000.0,245000.0,115000.0,245000.0,0
31844,12827 SE 301ST ST,98092,2187.0,AUBURN,AUBURN,47.33208,-122.17038,115000.0,276000.0,115000.0,276000.0,0
31845,12833 SE 301ST ST,98092,2187.0,AUBURN,AUBURN,47.33208,-122.17011,115000.0,278000.0,115000.0,278000.0,0
31846,12822 SE 302ND ST,98092,2172.0,AUBURN,AUBURN,47.33181,-122.17011,115000.0,319000.0,115000.0,319000.0,0
31847,12816 SE 302ND ST,98092,2172.0,AUBURN,AUBURN,47.33181,-122.17038,115000.0,314000.0,115000.0,314000.0,0
31848,12810 SE 302ND ST,98092,2172.0,AUBURN,AUBURN,47.33181,-122.17063,115000.0,316000.0,115000.0,316000.0,0
31849,12804 SE 302ND ST,98092,2172.0,AUBURN,AUBURN,47.33181,-122.17088,115000.0,331000.0,115000.0,331000.0,0
31850,30005 128TH CT SE,98092,2163.0,AUBURN,AUBURN,47.33316,-122.17085,115000.0,335000.0,115000.0,335000.0,0
31851,1472 MOUNTAIN VIEW DR,98022,8233.0,ENUMCLAW,ENUMCLAW,47.20165,-121.96187,46700.0,284300.0,46700.0,284300.0,0
31852,2803 S 284TH ST,98003,3315.0,FEDERAL WAY,FEDERAL WAY,47.34675,-122.29713,84000.0,233000.0,84000.0,233000.0,0
31853,2809 S 284TH ST,98003,3315.0,FEDERAL WAY,FEDERAL WAY,47.34675,-122.29686,84000.0,242000.0,84000.0,242000.0,0
31854,2815 S 284TH ST,98003,3315.0,FEDERAL WAY,FEDERAL WAY,47.34675,-122.29659,84000.0,225000.0,84000.0,225000.0,0
31855,28401 29TH PL S,98003,3343.0,FEDERAL WAY,FEDERAL WAY,47.34678,-122.29626,84000.0,210000.0,84000.0,210000.0,0
31856,28409 29TH PL S,98003,3343.0,FEDERAL WAY,FEDERAL WAY,47.34658,-122.29613,84000.0,184000.0,84000.0,184000.0,0
31857,28415 29TH PL S,98003,3343.0,FEDERAL WAY,FEDERAL WAY,47.3464,-122.29599,84000.0,210000.0,84000.0,210000.0,0
31858,2820 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34646,-122.29643,84000.0,184000.0,84000.0,184000.0,0
31859,2812 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34649,-122.29674,84000.0,188000.0,84000.0,188000.0,0
31860,2808 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34646,-122.29707,84000.0,199000.0,84000.0,199000.0,0
31861,2804 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34623,-122.29712,84000.0,185000.0,84000.0,185000.0,0
31862,2807 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34601,-122.29705,84000.0,188000.0,84000.0,188000.0,0
31863,2813 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.346,-122.29671,84000.0,190000.0,84000.0,190000.0,0
31864,2819 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34603,-122.29641,84000.0,188000.0,84000.0,188000.0,0
31865,2825 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34602,-122.29613,84000.0,185000.0,84000.0,185000.0,0
31866,2831 S 284TH PL,98003,3346.0,FEDERAL WAY,FEDERAL WAY,47.34602,-122.29586,84000.0,184000.0,84000.0,184000.0,0
31867,28427 29TH PL S,98003,3343.0,FEDERAL WAY,FEDERAL WAY,47.34604,-122.29558,84000.0,170000.0,84000.0,170000.0,0
31868,28505 29TH PL S,98003,3344.0,FEDERAL WAY,FEDERAL WAY,47.34576,-122.29533,84000.0,185000.0,84000.0,185000.0,0
31869,2834 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34572,-122.29559,84000.0,185000.0,84000.0,185000.0,0
31870,2828 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34573,-122.29587,84000.0,170000.0,84000.0,170000.0,0
31871,2822 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34573,-122.29614,84000.0,227000.0,84000.0,227000.0,0
31872,2816 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34573,-122.29641,84000.0,230000.0,84000.0,230000.0,0
31873,2810 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34577,-122.29671,84000.0,217000.0,84000.0,217000.0,0
31874,2806 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34576,-122.29704,84000.0,218000.0,84000.0,218000.0,0
31875,2802 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34555,-122.29712,84000.0,252000.0,84000.0,252000.0,0
31876,2805 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34532,-122.29708,84000.0,230000.0,84000.0,230000.0,0
31877,2809 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34528,-122.29678,84000.0,238000.0,84000.0,238000.0,0
31878,2815 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34531,-122.29647,84000.0,257000.0,84000.0,257000.0,0
31879,2821 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34531,-122.2962,84000.0,247000.0,84000.0,247000.0,0
31880,2827 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.34531,-122.29593,84000.0,237000.0,84000.0,237000.0,0
31881,2833 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.3453,-122.29565,84000.0,209000.0,84000.0,209000.0,0
31882,2837 S 285TH PL,98003,3337.0,FEDERAL WAY,FEDERAL WAY,47.3453,-122.29538,84000.0,204000.0,84000.0,204000.0,0
31883,28521 29TH PL S,98003,3344.0,FEDERAL WAY,FEDERAL WAY,47.34541,-122.2951,84000.0,170000.0,84000.0,170000.0,0
31884,28529 29TH PL S,98003,3344.0,FEDERAL WAY,FEDERAL WAY,47.34525,-122.29495,84000.0,210000.0,84000.0,210000.0,0
31885,28528 29TH PL S,98003,3344.0,FEDERAL WAY,FEDERAL WAY,47.34546,-122.29439,84000.0,188000.0,84000.0,188000.0,0
31886,28520 29TH PL S,98003,3344.0,FEDERAL WAY,FEDERAL WAY,47.34563,-122.29454,84000.0,187000.0,84000.0,187000.0,0
31887,28512 29TH PL S,98003,3344.0,FEDERAL WAY,FEDERAL WAY,47.34579,-122.29469,84000.0,188000.0,84000.0,188000.0,0
31888,28504 29TH PL S,98003,3344.0,FEDERAL WAY,FEDERAL WAY,47.34596,-122.29485,84000.0,230000.0,84000.0,230000.0,0
31889,2923 S 285TH ST,98003,3320.0,FEDERAL WAY,FEDERAL WAY,47.34595,-122.2944,68000.0,190000.0,68000.0,190000.0,0
31890,2929 S 285TH ST,98003,3320.0,FEDERAL WAY,FEDERAL WAY,47.34611,-122.29428,68000.0,229000.0,68000.0,229000.0,0
31891,2928 S 285TH ST,98003,3320.0,FEDERAL WAY,FEDERAL WAY,47.34634,-122.29434,68000.0,231000.0,68000.0,231000.0,0
31892,2924 S 285TH ST,98003,3320.0,FEDERAL WAY,FEDERAL WAY,47.34643,-122.29461,84000.0,203000.0,84000.0,203000.0,0
31893,2918 S 285TH ST,98003,3320.0,FEDERAL WAY,FEDERAL WAY,47.34639,-122.29494,84000.0,214000.0,84000.0,214000.0,0
31894,28424 29TH PL S,98003,3343.0,FEDERAL WAY,FEDERAL WAY,47.34629,-122.29519,84000.0,198000.0,84000.0,198000.0,0
31895,28416 29TH PL S,98003,3343.0,FEDERAL WAY,FEDERAL WAY,47.34651,-122.29533,84000.0,206000.0,84000.0,206000.0,0
31896,2907 S 284TH ST,98003,3316.0,FEDERAL WAY,FEDERAL WAY,47.34675,-122.29561,84000.0,203000.0,84000.0,203000.0,0
31897,2915 S 284TH ST,98003,3316.0,FEDERAL WAY,FEDERAL WAY,47.34675,-122.29532,84000.0,215000.0,84000.0,215000.0,0
31898,2923 S 284TH ST,98003,3316.0,FEDERAL WAY,FEDERAL WAY,47.34672,-122.29505,84000.0,203000.0,84000.0,203000.0,0
31899,2927 S 284TH ST,98003,3316.0,FEDERAL WAY,FEDERAL WAY,47.34664,-122.29476,84000.0,209000.0,84000.0,209000.0,0
31900,3007 S 284TH ST,98003,3317.0,FEDERAL WAY,FEDERAL WAY,47.34674,-122.29432,68000.0,231000.0,68000.0,231000.0,0
31901,22139 SE 358TH ST,98092,9046.0,,AUBURN,47.27565,-122.04614,216000.0,335000.0,64769.0,335000.0,0
31902,22126 SE 358TH ST,98092,9046.0,,AUBURN,47.2762,-122.04762,208000.0,442000.0,208000.0,442000.0,0
31903,22118 SE 358TH ST,98092,9046.0,,AUBURN,47.27722,-122.04575,201000.0,418000.0,201000.0,418000.0,0
31904,22133 SE 358TH ST,98092,9046.0,,AUBURN,47.27532,-122.0469,209000.0,330000.0,209000.0,330000.0,0
31905,22020 SE 358TH ST,98092,9019.0,,AUBURN,47.27915,-122.0443,314000.0,483000.0,43935.0,483000.0,0
31906,22018 SE 358TH ST,98092,9019.0,,AUBURN,47.27971,-122.04457,321000.0,457000.0,134024.0,457000.0,0
31907,22002 SE 358TH ST,98092,9019.0,,AUBURN,47.28022,-122.04722,313000.0,491000.0,153829.0,491000.0,0
31908,21930 SE 358TH ST,98092,9026.0,,AUBURN,47.28029,-122.04844,313000.0,765000.0,192965.0,765000.0,0
31909,21818 SE 358TH ST,98092,9051.0,,AUBURN,47.27899,-122.05079,313000.0,646000.0,153941.0,646000.0,0
31910,21734 SE 358TH ST,98092,9029.0,,AUBURN,47.27825,-122.05248,315000.0,130000.0,156798.0,130000.0,0
31911,21608 SE 358TH ST,98092,9007.0,,AUBURN,47.28038,-122.05353,317000.0,427000.0,169829.0,427000.0,0
31912,21604 SE 358TH ST,98092,9007.0,,AUBURN,47.28027,-122.05479,314000.0,1030000.0,220130.0,1030000.0,0
31913,35612 212TH WAY SE,98092,,,AUBURN,47.28167,-122.05435,304000.0,789000.0,215688.0,789000.0,0
31914,21525 SE 358TH ST,98092,9018.0,,AUBURN,47.27809,-122.05632,236000.0,167000.0,236000.0,167000.0,0
31915,21221 SE 358TH ST,98092,9044.0,,AUBURN,47.27933,-122.05787,236000.0,275000.0,236000.0,275000.0,0
31916,22015 SE 358TH ST,98092,9019.0,,AUBURN,47.27739,-122.05059,244000.0,426000.0,244000.0,426000.0,0
31917,21633 SE 358TH ST,98092,9007.0,,AUBURN,47.27692,-122.05465,246000.0,498000.0,246000.0,498000.0,0
31918,21020 SE 358TH ST,98092,9050.0,,AUBURN,47.28338,-122.06079,313000.0,1099000.0,313000.0,1099000.0,0
31919,20914 SE 358TH ST,98092,9050.0,,AUBURN,47.28393,-122.06233,313000.0,606000.0,313000.0,606000.0,0
31920,20800 SE 358TH ST,98092,9025.0,,AUBURN,47.28444,-122.0634,280000.0,746000.0,280000.0,746000.0,0
31921,20722 SE 358TH ST,98092,9033.0,,AUBURN,47.28356,-122.06516,313000.0,593000.0,181794.0,593000.0,0
31922,20708 SE 358TH ST,98092,9033.0,,AUBURN,47.28331,-122.0661,313000.0,604000.0,0.0,0.0,0
31923,35855 207TH PL SE,98092,9008.0,,AUBURN,47.27983,-122.06299,214000.0,221000.0,214000.0,221000.0,0
31924,35858 207TH PL SE,98092,9008.0,,AUBURN,47.28087,-122.06189,231000.0,555000.0,231000.0,555000.0,0
31925,21145 SE 358TH ST,98092,9047.0,,AUBURN,47.28062,-122.05921,120500.0,66200.0,64500.0,48300.0,0
31926,35920 207TH PL SE,98092,9054.0,,AUBURN,47.27868,-122.06031,226000.0,453000.0,226000.0,453000.0,0
31927,9998 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32977,-122.20833,110000.0,341000.0,110000.0,341000.0,0
31928,9994 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32978,-122.20859,110000.0,374000.0,110000.0,374000.0,0
31929,9990 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32977,-122.20885,110000.0,344000.0,110000.0,344000.0,0
31930,9986 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32977,-122.20909,110000.0,371000.0,110000.0,371000.0,0
31931,9980 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32977,-122.20934,110000.0,282000.0,110000.0,282000.0,0
31932,9976 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32978,-122.20957,110000.0,366000.0,110000.0,366000.0,0
31933,9970 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32978,-122.20978,110000.0,331000.0,110000.0,331000.0,0
31934,9966 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32979,-122.21006,110000.0,374000.0,110000.0,374000.0,0
31935,9960 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32979,-122.21029,110000.0,348000.0,110000.0,348000.0,0
31936,9958 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.3298,-122.21056,110000.0,326000.0,110000.0,326000.0,0
31937,9963 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32946,-122.21017,110000.0,345000.0,110000.0,345000.0,0
31938,9967 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32925,-122.20992,110000.0,328000.0,110000.0,328000.0,0
31939,9973 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32912,-122.20963,110000.0,381000.0,110000.0,381000.0,0
31940,9977 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32929,-122.20942,110000.0,319000.0,110000.0,319000.0,0
31941,9983 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32942,-122.20915,110000.0,331000.0,110000.0,331000.0,0
31942,9987 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32944,-122.20892,110000.0,345000.0,110000.0,345000.0,0
31943,9993 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32937,-122.20862,110000.0,328000.0,110000.0,328000.0,0
31944,9997 SE 304TH CT,98092,2561.0,AUBURN,AUBURN,47.32939,-122.20834,110000.0,309000.0,110000.0,309000.0,0
31945,10653 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34234,-122.19909,154000.0,455000.0,154000.0,455000.0,0
31946,10645 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34259,-122.19908,154000.0,502000.0,154000.0,502000.0,0
31947,10615 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34262,-122.19973,154000.0,474000.0,154000.0,474000.0,0
31948,10609 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.3427,-122.20013,154000.0,524000.0,154000.0,524000.0,0
31949,10610 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34296,-122.20006,154000.0,507000.0,154000.0,507000.0,0
31950,10614 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34314,-122.20015,154000.0,447000.0,154000.0,447000.0,0
31951,10618 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34324,-122.19986,154000.0,455000.0,154000.0,455000.0,0
31952,10628 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.3431,-122.19919,154000.0,579000.0,154000.0,579000.0,0
31953,10634 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34304,-122.19875,154000.0,493000.0,154000.0,493000.0,0
31954,10640 SE 290TH ST,98092,1913.0,AUBURN,AUBURN,47.34288,-122.19853,154000.0,509000.0,154000.0,509000.0,0
31955,10710 SE 290TH ST,98092,1912.0,AUBURN,AUBURN,47.34241,-122.19841,154000.0,507000.0,154000.0,507000.0,0
31956,423 HOMER AVE SE,98047,1455.0,PACIFIC,PACIFIC,47.26637,-122.24001,82000.0,159000.0,82000.0,159000.0,True
31957,424 HOMER AVE SE,98047,1454.0,PACIFIC,PACIFIC,47.26603,-122.23998,82000.0,142000.0,82000.0,142000.0,True
31958,210 PACIFIC AVE S,98047,1200.0,PACIFIC,PACIFIC,47.26582,-122.23999,82000.0,214000.0,82000.0,214000.0,True
31959,423 WAYNE AVE SE,98047,1453.0,PACIFIC,PACIFIC,47.26562,-122.23999,82000.0,226000.0,82000.0,226000.0,True
31960,424 WAYNE AVE SE,98047,1452.0,PACIFIC,PACIFIC,47.26527,-122.23994,82000.0,164000.0,82000.0,164000.0,True
31961,224 PACIFIC AVE S,98047,1213.0,PACIFIC,PACIFIC,47.26508,-122.23993,82000.0,231000.0,82000.0,231000.0,True
31962,228 PACIFIC AVE S,98047,1213.0,PACIFIC,PACIFIC,47.26486,-122.23991,82000.0,172000.0,86000.0,154000.0,True
31963,423 3RD AVE SE,98047,1435.0,PACIFIC,PACIFIC,47.26491,-122.24033,82000.0,211000.0,82000.0,211000.0,True
31964,419 3RD AVE SE,98047,1435.0,PACIFIC,PACIFIC,47.26491,-122.24061,82000.0,185000.0,82000.0,185000.0,True
31965,415 3RD AVE SE,98047,1435.0,PACIFIC,PACIFIC,47.2649,-122.24089,82000.0,174000.0,82000.0,174000.0,True
31966,421 HOMER AVE SE,98047,1455.0,PACIFIC,PACIFIC,47.26635,-122.24044,82000.0,169000.0,82000.0,169000.0,True
31967,419 HOMER AVE SE,98047,1455.0,PACIFIC,PACIFIC,47.26635,-122.24075,82000.0,182000.0,82000.0,182000.0,True
31968,417 HOMER AVE SE,98047,1455.0,PACIFIC,PACIFIC,47.26638,-122.24145,82000.0,142000.0,82000.0,142000.0,True
31969,415 HOMER AVE SE,98047,1455.0,PACIFIC,PACIFIC,47.26618,-122.24149,82000.0,192000.0,82000.0,192000.0,True
31970,414 HOMER AVE SE,98047,1454.0,PACIFIC,PACIFIC,47.26597,-122.24153,82000.0,182000.0,82000.0,182000.0,True
31971,416 HOMER AVE SE,98047,1454.0,PACIFIC,PACIFIC,47.26597,-122.24124,82000.0,197000.0,82000.0,197000.0,True
31972,418 HOMER AVE SE,98047,1454.0,PACIFIC,PACIFIC,47.26594,-122.24096,82000.0,165000.0,82000.0,165000.0,True
31973,420 HOMER AVE SE,98047,1454.0,PACIFIC,PACIFIC,47.26593,-122.24064,82000.0,199000.0,82000.0,199000.0,True
31974,422 HOMER AVE SE,98047,1454.0,PACIFIC,PACIFIC,47.26595,-122.24034,82000.0,185000.0,82000.0,185000.0,True
31975,421 WAYNE AVE SE,98047,1453.0,PACIFIC,PACIFIC,47.26565,-122.24036,82000.0,164000.0,82000.0,164000.0,True
31976,419 WAYNE AVE SE,98047,1453.0,PACIFIC,PACIFIC,47.26565,-122.24066,82000.0,182000.0,82000.0,182000.0,True
31977,417 WAYNE AVE SE,98047,1453.0,PACIFIC,PACIFIC,47.26566,-122.24097,82000.0,185000.0,82000.0,185000.0,True
31978,415 WAYNE AVE SE,98047,1453.0,PACIFIC,PACIFIC,47.26571,-122.24127,82000.0,148000.0,82000.0,148000.0,True
31979,413 WAYNE AVE SE,98047,1453.0,PACIFIC,PACIFIC,47.2656,-122.24158,82000.0,185000.0,82000.0,185000.0,True
31980,414 WAYNE AVE SE,98047,1452.0,PACIFIC,PACIFIC,47.26538,-122.24158,82000.0,187000.0,82000.0,187000.0,True
31981,416 WAYNE AVE SE,98047,1452.0,PACIFIC,PACIFIC,47.2652,-122.24129,82000.0,167000.0,82000.0,167000.0,True
31982,418 WAYNE AVE SE,98047,1452.0,PACIFIC,PACIFIC,47.26521,-122.24096,82000.0,182000.0,82000.0,182000.0,True
31983,420 WAYNE AVE SE,98047,1452.0,PACIFIC,PACIFIC,47.26522,-122.24067,82000.0,148000.0,82000.0,148000.0,True
31984,422 WAYNE AVE SE,98047,1452.0,PACIFIC,PACIFIC,47.26522,-122.24038,82000.0,191000.0,82000.0,191000.0,True
31985,3810 S STAR LAKE RD,98001,1322.0,,AUBURN,47.35286,-122.28562,131000.0,357000.0,131000.0,357000.0,0
31986,3802 S STAR LAKE RD,98001,1322.0,,AUBURN,47.35267,-122.28581,113000.0,436000.0,113000.0,436000.0,0
31987,3710 S STAR LAKE RD,98001,1321.0,,AUBURN,47.35264,-122.28609,122000.0,526000.0,122000.0,526000.0,0
31988,3702 S STAR LAKE RD,98001,1321.0,,AUBURN,47.35271,-122.28634,127000.0,482000.0,127000.0,482000.0,0
31989,3709 S STAR LAKE RD,98001,1321.0,,AUBURN,47.35223,-122.28619,103000.0,294000.0,103000.0,294000.0,0
31990,27820 37TH AVE S,98001,1065.0,,AUBURN,47.352,-122.28616,110000.0,315000.0,110000.0,315000.0,0
31991,27823 38TH PL S,98001,1301.0,,AUBURN,47.35174,-122.2862,120000.0,362000.0,120000.0,362000.0,0
31992,27827 38TH PL S,98001,1301.0,,AUBURN,47.35173,-122.28573,114000.0,307000.0,114000.0,307000.0,0
31993,27831 38TH PL S,98001,1301.0,,AUBURN,47.35166,-122.28541,103000.0,254000.0,103000.0,254000.0,0
31994,27835 38TH PL S,98001,1301.0,,AUBURN,47.35167,-122.28501,107000.0,348000.0,107000.0,348000.0,0
31995,27839 38TH PL S,98001,1301.0,,AUBURN,47.35171,-122.28461,114000.0,308000.0,114000.0,308000.0,0
31996,27843 38TH PL S,98001,1301.0,,AUBURN,47.35179,-122.28418,117000.0,283000.0,117000.0,283000.0,0
31997,27847 38TH PL S,98001,1301.0,,AUBURN,47.35198,-122.28401,103000.0,332000.0,103000.0,332000.0,0
31998,27848 38TH PL S,98001,1301.0,,AUBURN,47.35229,-122.28398,123000.0,313000.0,123000.0,313000.0,0
31999,27844 38TH PL S,98001,1301.0,,AUBURN,47.35241,-122.28431,134000.0,321000.0,134000.0,321000.0,0
32000,27838 38TH PL S,98001,1301.0,,AUBURN,47.3522,-122.28488,110000.0,331000.0,106000.0,255000.0,0
32001,27832 38TH PL S,98001,1301.0,,AUBURN,47.35211,-122.28525,110000.0,350000.0,110000.0,350000.0,0
32002,3801 S STAR LAKE RD,98001,1322.0,,AUBURN,47.35236,-122.28519,114000.0,299000.0,114000.0,299000.0,0
32003,27840 38TH PL S,98001,1301.0,,AUBURN,47.35257,-122.28506,113000.0,384000.0,113000.0,384000.0,0
32004,27842 38TH PL S,98001,1301.0,,AUBURN,47.35279,-122.28493,110000.0,367000.0,110000.0,367000.0,0
32005,5114 S 288TH ST,98001,2128.0,,AUBURN,47.34362,-122.27042,89000.0,138000.0,66000.0,122000.0,0
32006,28637 51ST PL S,98001,1904.0,,AUBURN,47.34414,-122.27052,94000.0,209000.0,94000.0,209000.0,0
32007,28631 51ST PL S,98001,1904.0,,AUBURN,47.34437,-122.27052,94000.0,273000.0,94000.0,273000.0,0
32008,28625 51ST PL S,98001,1904.0,,AUBURN,47.34457,-122.27052,94000.0,314000.0,94000.0,314000.0,0
32009,28619 51ST PL S,98001,1904.0,,AUBURN,47.34478,-122.27051,94000.0,273000.0,94000.0,273000.0,0
32010,28615 51ST PL S,98001,1904.0,,AUBURN,47.34497,-122.27043,94000.0,249000.0,94000.0,249000.0,0
32011,28609 51ST PL S,98001,1904.0,,AUBURN,47.34519,-122.27051,94000.0,296000.0,94000.0,296000.0,0
32012,28605 51ST PL S,98001,1904.0,,AUBURN,47.34539,-122.27044,94000.0,246000.0,94000.0,246000.0,0
32013,28602 51ST PL S,98001,1904.0,,AUBURN,47.34546,-122.27007,94000.0,246000.0,94000.0,246000.0,0
32014,28610 51ST PL S,98001,1904.0,,AUBURN,47.34511,-122.2698,94000.0,222000.0,94000.0,222000.0,0
32015,28616 51ST PL S,98001,1904.0,,AUBURN,47.34489,-122.26988,94000.0,256000.0,94000.0,256000.0,0
32016,28626 51ST PL S,98001,1904.0,,AUBURN,47.34468,-122.26986,94000.0,247000.0,94000.0,247000.0,0
32017,28634 51ST PL S,98001,1904.0,,AUBURN,47.34449,-122.26985,94000.0,207000.0,94000.0,207000.0,0
32018,28648 51ST PL S,98001,1904.0,,AUBURN,47.34406,-122.2699,94000.0,263000.0,94000.0,263000.0,0
32019,28656 51ST PL S,98001,1904.0,,AUBURN,47.34384,-122.26986,94000.0,143000.0,94000.0,143000.0,0
32020,11324 SE 314TH PL,98092,5309.0,AUBURN,AUBURN,47.32057,-122.1899,99000.0,252000.0,99000.0,252000.0,0
32021,11316 SE 314TH PL,98092,5309.0,AUBURN,AUBURN,47.32057,-122.19017,99000.0,290000.0,99000.0,290000.0,0
32022,11308 SE 314TH PL,98092,5309.0,AUBURN,AUBURN,47.32058,-122.19041,99000.0,246000.0,99000.0,246000.0,0
32023,11300 SE 314TH PL,98092,5309.0,AUBURN,AUBURN,47.32058,-122.19065,99000.0,220000.0,99000.0,220000.0,0
32024,11244 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32058,-122.19089,99000.0,240000.0,99000.0,240000.0,0
32025,11236 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32057,-122.19113,99000.0,290000.0,99000.0,290000.0,0
32026,11228 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32057,-122.19137,99000.0,246000.0,99000.0,246000.0,0
32027,11220 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32057,-122.19159,99000.0,227000.0,99000.0,227000.0,0
32028,11212 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32058,-122.1918,99000.0,222000.0,99000.0,222000.0,0
32029,11204 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32059,-122.1921,99000.0,244000.0,99000.0,244000.0,0
32030,11215 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32016,-122.19176,99000.0,286000.0,99000.0,286000.0,0
32031,11223 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32018,-122.19145,99000.0,224000.0,99000.0,224000.0,0
32032,11231 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32019,-122.19119,99000.0,244000.0,99000.0,244000.0,0
32033,11239 SE 314TH PL,98092,5388.0,AUBURN,AUBURN,47.32019,-122.19093,99000.0,232000.0,99000.0,232000.0,0
32034,31421 113TH AVE SE,98092,5389.0,AUBURN,AUBURN,47.32001,-122.19097,99000.0,224000.0,99000.0,224000.0,0
32035,11250 SE 315TH CT,98092,5390.0,AUBURN,AUBURN,47.31976,-122.19098,99000.0,252000.0,99000.0,252000.0,0
32036,11240 SE 315TH CT,98092,5390.0,AUBURN,AUBURN,47.31984,-122.19121,99000.0,247000.0,99000.0,247000.0,0
32037,11232 SE 315TH CT,98092,5390.0,AUBURN,AUBURN,47.31992,-122.19145,99000.0,289000.0,99000.0,289000.0,0
32038,11226 SE 315TH CT,98092,5390.0,AUBURN,AUBURN,47.31992,-122.19168,99000.0,220000.0,99000.0,220000.0,0
32039,11225 SE 315TH CT,98092,5390.0,AUBURN,AUBURN,47.31937,-122.1919,99000.0,295000.0,99000.0,295000.0,0
