Unnamed: 0,PARCEL_NO,ADDRESS1,CITY,STATE,ZIP,BLDG_VALUE,LAND_VALUE,TOTAL_VALU,LAT,LONG,LOOKUP,SUCCESS,is_threatened
0,11728340400,11231 STEDMAN RD SE,OLYMPIA,WA,98513,0.0,14200.0,14200.0,46.92579,-122.8108,1,1,
1,11728430200,11046 TEMPO LK DR SE,OLYMPIA,WA,98513,0.0,58600.0,58600.0,0.0,0.0,1,0,
2,11728430401,11249 STEDMAN RD SE,OLYMPIA,WA,98513,0.0,64200.0,64200.0,46.92603,-122.81099,1,1,
3,11730210101,7235 44TH AVE NE,OLYMPIA,WA,98516,0.0,102400.0,102400.0,0.0,0.0,1,0,
4,57730000400,5420 CALEB CT SE,OLYMPIA,WA,98513,0.0,118900.0,118900.0,0.0,0.0,1,0,
5,11714140401,8730 SPURGEON CREEK RD SE,OLYMPIA,WA,98513,0.0,2250.0,2250.0,0.0,0.0,1,0,
6,99901253600,11412 CEMETERY RD SE,YELM,WA,98597,2000.0,0.0,2000.0,0.0,0.0,1,0,
7,9640019020,947 OLD PACIFIC HWY SE,OLYMPIA,WA,98513,90800.0,133900.0,224700.0,0.0,0.0,1,0,
8,47130000003,15030 LONGMIRE ST SE,YELM,WA,98597,0.0,3300.0,3300.0,46.94178,-122.62155,1,1,
9,38460002000,4047 MARVIN RD NE,OLYMPIA,WA,98516,251100.0,84600.0,335700.0,0.0,0.0,1,0,
10,38460004400,8552 FORTMAN DR NE,LACEY,WA,98516,291900.0,55100.0,347000.0,47.08386,-122.75865,1,1,
11,99901253000,7300 32ND AVE NE # 45,OLYMPIA,WA,98516,57600.0,0.0,57600.0,0.0,0.0,1,0,
12,56670000002,8487 BAINBRIDGE LOOP NE,LACEY,WA,98516,0.0,0.0,0.0,47.09137,-122.75988,1,1,
13,99901254600,1502 YELM AVE SE # 4,YELM,WA,98597,89300.0,0.0,89300.0,0.0,0.0,1,0,
14,42280000102,8270 28TH CT NE STE 201,LACEY,WA,98516,412700.0,82700.0,495400.0,0.0,0.0,1,0,
15,11922410500,7422 GRAYHAWK LN NE,OLYMPIA,WA,98516,0.0,106300.0,106300.0,0.0,0.0,1,0,
16,84680014200,4244 20TH LN NE,OLYMPIA,WA,98516,264800.0,47300.0,312100.0,47.06308,-122.82901,1,1,
17,64300100202,11307 BALD HILL RD SE,YELM,WA,98597,0.0,26300.0,26300.0,46.92982,-122.58415,1,1,
18,22625220100,PO BOX 261,YELM,WA,98597,37000.0,2800.0,39800.0,0.0,0.0,1,0,
19,99901255800,7138 ENGLEWOOD DR SE # 37,OLYMPIA,WA,98513,45500.0,0.0,45500.0,0.0,0.0,1,0,
20,38160001400,3712 SNOWBERRY ST NE,LACEY,WA,98516,402300.0,110000.0,512300.0,0.0,0.0,1,0,
21,23628200101,PO BOX 789,YELM,WA,98597,71800.0,63100.0,134900.0,0.0,0.0,1,0,
22,58220000601,UNKNOWN,OLYMPIA,WA,98513,0.0,0.0,0.0,47.0451,-122.89501,1,1,
23,9910007014,18901 119TH AVE SE,YELM,WA,98597,0.0,36700.0,36700.0,0.0,0.0,1,0,
24,11904240401,9144 GALLEA ST NE,OLYMPIA,WA,98516,34200.0,140100.0,174300.0,0.0,0.0,1,0,
25,38480007900,9019 MERRILL CT NE,LACEY,WA,98516,293100.0,55500.0,348600.0,47.08957,-122.74331,1,1,
26,99901258400,16602 109TH LN SE,YELM,WA,98597,24400.0,0.0,24400.0,0.0,0.0,1,0,
27,99901259800,13843 148TH AVE SE,YELM,WA,98597,57400.0,0.0,57400.0,0.0,0.0,1,0,
28,75640001900,9410 PIPERHILL DR SE,OLYMPIA,WA,98513,364700.0,68100.0,432800.0,0.0,0.0,1,0,
29,64400700102,PO BOX 841,YELM,WA,98597,138700.0,34000.0,172700.0,0.0,0.0,1,0,
30,33201300200,4326 LEGACY DR NE,OLYMPIA,WA,98516,402200.0,99000.0,501200.0,47.09116,-122.79252,1,1,
31,11923420303,9328 MILBURN LOOP SE,OLYMPIA,WA,98513,0.0,144400.0,144400.0,0.0,0.0,1,0,
32,22728320204,10807 VAIL RD SE,YELM,WA,98597,0.0,45100.0,45100.0,0.0,0.0,1,0,
33,99901261900,9101 STEILACOOM RD SE # 66,OLYMPIA,WA,98513,66700.0,0.0,66700.0,0.0,0.0,1,0,
34,63550000502,PO BOX 1393,YELM,WA,98597,315300.0,45300.0,360600.0,0.0,0.0,1,0,
35,99901264500,8510 MARTIN WAY NE # 2,OLYMPIA,WA,98516,24100.0,0.0,24100.0,0.0,0.0,1,0,
36,21819430200,4820 SHE NAH NUM DR SE,OLYMPIA,WA,98513,0.0,97900.0,97900.0,0.0,0.0,1,0,
37,76220000100,9622 6TH AVE SE                                   ,LACEY                                   ,WA,98513,340900.0,61800.0,402700.0,47.04276,-122.80453,1,1,
38,76220000300,9630 6TH AVE SE                                   ,LACEY                                   ,WA,98513,350200.0,58500.0,408700.0,47.04276,-122.80453,1,1,
39,76220000400,9634 6TH AVE SE                                   ,LACEY                                   ,WA,98513,335700.0,58500.0,394200.0,47.04276,-122.80453,1,1,
40,76220000500,9638 6TH AVE SE                                   ,LACEY                                   ,WA,98513,331700.0,58300.0,390000.0,47.04276,-122.80453,1,1,
41,76220000600,9642 6TH AVE SE                                   ,LACEY                                   ,WA,98513,340700.0,58200.0,398900.0,47.04276,-122.80453,1,1,
42,76220000700,9702 6TH AVE SE                                   ,LACEY                                   ,WA,98513,344900.0,58200.0,403100.0,47.04276,-122.80453,1,1,
43,76220000800,9706 6TH AVE SE                                   ,LACEY                                   ,WA,98513,346300.0,59400.0,405700.0,47.04276,-122.80453,1,1,
44,76220000900,9710 6TH AVE SE                                   ,LACEY                                   ,WA,98513,326400.0,63500.0,389900.0,47.04276,-122.80453,1,1,
45,76220001000,618 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,273600.0,60500.0,334100.0,0.0,0.0,1,0,
46,76220001100,622 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,300300.0,55300.0,355600.0,0.0,0.0,1,0,
47,76220001200,626 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,317600.0,55600.0,373200.0,0.0,0.0,1,0,
48,76220001300,630 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,288400.0,56100.0,344500.0,0.0,0.0,1,0,
49,76220001400,634 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,342100.0,56700.0,398800.0,0.0,0.0,1,0,
50,76220001500,638 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,262900.0,56800.0,319700.0,0.0,0.0,1,0,
51,76220001600,642 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,302300.0,56800.0,359100.0,0.0,0.0,1,0,
52,76220001700,646 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,263400.0,56800.0,320200.0,0.0,0.0,1,0,
53,76220001800,708 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,319400.0,56500.0,375900.0,0.0,0.0,1,0,
54,76220001900,712 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,271000.0,56000.0,327000.0,0.0,0.0,1,0,
55,76220002000,716 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,291100.0,55500.0,346600.0,0.0,0.0,1,0,
56,76220002100,720 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,334000.0,58100.0,392100.0,0.0,0.0,1,0,
57,76220002200,728 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,298800.0,56900.0,355700.0,0.0,0.0,1,0,
58,76220002300,732 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,274000.0,55300.0,329300.0,0.0,0.0,1,0,
59,76220002400,736 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,316300.0,55300.0,371600.0,0.0,0.0,1,0,
60,76220002500,740 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,301400.0,55300.0,356700.0,0.0,0.0,1,0,
61,76220002700,802 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,339400.0,55500.0,394900.0,0.0,0.0,1,0,
62,76220002900,810 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,62900.0,54900.0,117800.0,0.0,0.0,1,0,
63,76220003000,812 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,223400.0,55800.0,279200.0,0.0,0.0,1,0,
64,76220003300,824 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,325700.0,60000.0,385700.0,0.0,0.0,1,0,
65,76220003700,834 NATALEE JO ST SE                              ,LACEY                                   ,WA,98513,320700.0,61600.0,382300.0,0.0,0.0,1,0,
66,76220003800,836 NATALEE JO ST SE                              ,LACEY                                   ,WA,98513,347200.0,93100.0,440300.0,0.0,0.0,1,0,
67,76220004300,834 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,150700.0,57500.0,208200.0,0.0,0.0,1,0,
68,76220004400,838 MANDEE ST SE                                  ,LACEY                                   ,WA,98513,224500.0,57800.0,282300.0,0.0,0.0,1,0,
69,76220004600,601 MAGGEE ST SE                                  ,LACEY                                   ,WA,98513,332900.0,61200.0,394100.0,0.0,0.0,1,0,
70,76220004800,605 MAGGEE ST SE                                  ,LACEY                                   ,WA,98513,214200.0,57800.0,272000.0,0.0,0.0,1,0,
71,76220005000,609 MAGGEE ST SE                                  ,LACEY                                   ,WA,98513,144600.0,63600.0,208200.0,0.0,0.0,1,0,
72,76220005200,613 MAGGEE ST SE                                  ,LACEY                                   ,WA,98513,342100.0,73400.0,415500.0,0.0,0.0,1,0,
73,76220005300,619 MAGGEE ST SE                                  ,LACEY                                   ,WA,98513,265100.0,60300.0,325400.0,0.0,0.0,1,0,
74,76220005800,9530 6TH WAY SE                                   ,LACEY                                   ,WA,98513,335700.0,60600.0,396300.0,0.0,0.0,1,0,
75,76220006000,9546 6TH WAY SE                                   ,LACEY                                   ,WA,98513,268800.0,57700.0,326500.0,0.0,0.0,1,0,
76,76220006300,9616 6TH WAY SE                                   ,LACEY                                   ,WA,98513,303300.0,57800.0,361100.0,0.0,0.0,1,0,
77,76220006500,9632 6TH WAY SE                                   ,LACEY                                   ,WA,98513,316300.0,59200.0,375500.0,0.0,0.0,1,0,
78,76220006600,9640 6TH WAY SE                                   ,LACEY                                   ,WA,98513,340800.0,57600.0,398400.0,0.0,0.0,1,0,
79,76220006700,9648 6TH WAY SE                                   ,LACEY                                   ,WA,98513,330500.0,61400.0,391900.0,0.0,0.0,1,0,
80,76220006800,9647 6TH WAY SE                                   ,LACEY                                   ,WA,98513,283600.0,58800.0,342400.0,0.0,0.0,1,0,
81,76220006900,9639 6TH WAY SE                                   ,LACEY                                   ,WA,98513,316300.0,55400.0,371700.0,0.0,0.0,1,0,
82,76220007000,9631 6TH WAY SE                                   ,LACEY                                   ,WA,98513,349100.0,55400.0,404500.0,0.0,0.0,1,0,
83,76220007100,9623 6TH WAY SE                                   ,LACEY                                   ,WA,98513,260900.0,55400.0,316300.0,0.0,0.0,1,0,
84,76220007200,9615 6TH WAY SE                                   ,LACEY                                   ,WA,98513,312500.0,55400.0,367900.0,0.0,0.0,1,0,
85,76220007300,9607 6TH WAY SE                                   ,LACEY                                   ,WA,98513,300300.0,55400.0,355700.0,0.0,0.0,1,0,
86,76220007400,9601 6TH WAY SE                                   ,LACEY                                   ,WA,98513,335700.0,55400.0,391100.0,0.0,0.0,1,0,
87,76220007500,9547 6TH WAY SE                                   ,LACEY                                   ,WA,98513,260500.0,55400.0,315900.0,0.0,0.0,1,0,
88,76220007600,9539 6TH WAY SE                                   ,LACEY                                   ,WA,98513,344900.0,55400.0,400300.0,0.0,0.0,1,0,
89,76220007700,9531 6TH WAY SE                                   ,LACEY                                   ,WA,98513,316300.0,59400.0,375700.0,0.0,0.0,1,0,
90,99901265000,4500 MARTIN WAY E # 4,OLYMPIA,WA,98516,65500.0,0.0,65500.0,0.0,0.0,1,0,
91,22735310103,19820 COOK RD SE,YELM,WA,98597,67700.0,86400.0,154100.0,0.0,0.0,1,0,
92,22611340104,14330 MOUNTAIN VISTA DR SE,YELM,WA,98597,0.0,21600.0,21600.0,0.0,0.0,1,0,
93,12606410401,8309 15TH AVE SE,OLYMPIA,WA,98513,0.0,71700.0,71700.0,47.0353,-122.89238,1,1,
94,22611340105,PO BOX 792,YELM,WA,98597,0.0,51400.0,51400.0,0.0,0.0,1,0,
95,37940000001,14730 STATE ROUTE 507 SE,YELM,WA,98597,0.0,0.0,0.0,46.93544,-122.61884,1,1,
96,36420000001,9136 YELM HWY SE,OLYMPIA,WA,98513,0.0,0.0,0.0,46.98563,-122.74893,1,1,
97,99901266300,8915 WILKENSEN RD SE # 2B,YELM,WA,98597,0.0,0.0,0.0,0.0,0.0,1,0,
98,99901266900,5045 CYPRESS LOOP NE,LACEY,WA,98516,67200.0,0.0,67200.0,47.10382,-122.76877,1,1,
99,21714340101,PO BOX 741,YELM,WA,98597,321500.0,96000.0,417500.0,0.0,0.0,1,0,
100,99901268500,3020 JORGENSON RD NE,OLYMPIA,WA,98516,101400.0,0.0,101400.0,47.07354,-122.8208,1,1,
101,22612340601,PO BOX 2983,YELM,WA,98597,0.0,66900.0,66900.0,0.0,0.0,1,0,
102,22612340603,PO BOX 1103,YELM,WA,98597,0.0,68000.0,68000.0,0.0,0.0,1,0,
103,22613210203,19718 146TH AVE SE,YELM,WA,98597,0.0,67500.0,67500.0,0.0,0.0,1,0,
104,99901270400,6748 FIR TREE RD SE # 38,OLYMPIA,WA,98513,0.0,0.0,0.0,0.0,0.0,1,0,
105,11916320002,5400 63RD AVE NE,OLYMPIA,WA,98516,46600.0,168400.0,215000.0,0.0,0.0,1,0,
106,23630130207,22825 PEISSNER RD SE,YELM,WA,98597,69900.0,63900.0,133800.0,46.85304,-122.45912,1,1,
107,42190000001,5448 78TH AVE NE,OLYMPIA,WA,98516,27800.0,272400.0,300200.0,0.0,0.0,1,0,
108,21635310100,9946 GREENLEAF LOOP SE,YELM,WA,98597,0.0,1990.0,1990.0,0.0,0.0,1,0,
109,12727420100,4044 INDIAN SUMMER DR SE,OLYMPIA,WA,98513,0.0,130400.0,130400.0,0.0,0.0,1,0,
110,22621420202,15830 LAWRENCE PL SE,YELM,WA,98597,326700.0,75600.0,402300.0,0.0,0.0,1,0,
111,99901271300,8530 STEILACOOM RD SE # 122,OLYMPIA,WA,98513,103500.0,0.0,103500.0,0.0,0.0,1,0,
112,61410000400,8270 28TH CT NE # 201,LACEY,WA,98516,157500.0,65800.0,223300.0,0.0,0.0,1,0,
113,40700400102,5001 71ST AVE SE,LACEY,WA,98513,0.0,4900.0,4900.0,46.98365,-122.81969,1,1,
114,12501130201,9748 BRIDGE RD SE,YELM,WA,98597,0.0,100100.0,100100.0,0.0,0.0,1,0,
115,12501130202,14245 SE YELM AVE,YELM,WA,98597,0.0,100000.0,100000.0,0.0,0.0,1,0,
116,38320000002,1401 MARVIN RD NE STE 307  PMB 561,LACEY,WA,98516,0.0,0.0,0.0,0.0,0.0,1,0,
117,99901272800,1016 SPORTSMAN LN SE,OLYMPIA,WA,98513,0.0,0.0,0.0,0.0,0.0,1,0,
118,99901270900,4126 36TH AVE NE,OLYMPIA,WA,98516,83500.0,0.0,83500.0,0.0,0.0,1,0,
119,99901273200,9616 JOHNSON POINT LOOP NE,OLYMPIA,WA,98516,52800.0,0.0,52800.0,0.0,0.0,1,0,
120,12514120101,PO BOX 342,YELM,WA,98597,0.0,50100.0,50100.0,0.0,0.0,1,0,
121,61570000001,14238 SE SOLBERG RD,YELM,WA,98597,0.0,2200.0,2200.0,0.0,0.0,1,0,
122,99901275700,14925 FALLOW LN SE,YELM,WA,98597,0.0,0.0,0.0,0.0,0.0,1,0,
123,11906430211,5005 71ST WAY NE,OLYMPIA,WA,98516,0.0,28700.0,28700.0,0.0,0.0,1,0,
124,92015600000,7233 KELLOGG DR NE,OLYMPIA,WA,98516,0.0,2400.0,2400.0,47.13584,-122.82595,1,1,
125,22614210108,14510 MOUNTAIN VISTA DR SE,YELM,WA,98597,0.0,44700.0,44700.0,0.0,0.0,1,0,
126,12612330103,4607 DELORES DR NE,OLYMPIA,WA,98516,332500.0,38300.0,370800.0,0.0,0.0,1,0,
127,99901279900,6947 SANDY POINT BEACH RD NE,OLYMPIA,WA,98516,34600.0,0.0,34600.0,0.0,0.0,1,0,
128,9920001100,7806 JOHNSON RD SE,OLYMPIA,WA,98513,0.0,8100.0,8100.0,0.0,0.0,1,0,
129,9300001000,9308 3RD AVE SE,LACEY,WA,98513,149100.0,99100.0,248200.0,47.04552,-122.82864,1,1,
130,11921210100,5740 65TH AVE NE,OLYMPIA,WA,98516,482600.0,142300.0,624900.0,47.12504,-122.81601,1,1,
131,11921210200,5730 65TH AVE NE,OLYMPIA,WA,98516,171100.0,122100.0,293200.0,47.12504,-122.8164,1,1,
132,11921140201,6226 PUGET RD NE,OLYMPIA,WA,98516,165300.0,135200.0,300500.0,47.12134,-122.80716,1,1,
133,11921140300,6202 PUGET RD NE,OLYMPIA,WA,98516,197800.0,195100.0,392900.0,47.1208,-122.80716,1,1,
134,11921210500,5236 63RD AVE NE,OLYMPIA,WA,98516,0.0,94800.0,94800.0,0.0,0.0,1,0,
135,11921210600,6526 JOHNSON POINT RD NE,OLYMPIA,WA,98516,278600.0,173700.0,452300.0,47.12558,-122.81762,1,1,
136,11921210601,6500 JOHNSON PT RD NE,OLYMPIA,WA,98516,152900.0,88600.0,241500.0,47.12505,-122.81762,1,1,
137,11921220000,4717 65TH AVE NE,OLYMPIA,WA,98516,320200.0,137300.0,457500.0,47.12494,-122.81919,1,1,
138,11921220100,4611 65TH AVE NE,OLYMPIA,WA,98516,316400.0,136400.0,452800.0,47.12494,-122.81919,1,1,
139,11921220200,4715 65TH AVE NE,LACEY,WA,98516,188700.0,107400.0,296100.0,0.0,0.0,1,0,
140,11921220201,4806 65TH AVE NE,OLYMPIA,WA,98516,31700.0,112600.0,144300.0,47.12503,-122.82084,1,1,
141,11921220203,6535 JOHNSON POINT RD NE,OLYMPIA,WA,98516,324700.0,101900.0,426600.0,47.12618,-122.81786,1,1,
142,11921220204,6525 JOHNSON PT RD NE,OLYMPIA,WA,98516,198200.0,105200.0,303400.0,47.12609,-122.81786,1,1,
143,11921220301,4831 65TH AVE NE,OLYMPIA,WA,98516,148400.0,110800.0,259200.0,47.12487,-122.82074,1,1,
144,11921230101,4825 65TH AVE NE,OLYMPIA,WA,98516,167500.0,83500.0,251000.0,47.12487,-122.82086,1,1,
145,11921230103,6221 JOHNSON PT RD NE,OLYMPIA,WA,98516,173400.0,92500.0,265900.0,47.12167,-122.81787,1,1,
146,11921230600,6215 JOHNSON POINT RD NE,OLYMPIA,WA,98516,183400.0,88300.0,271700.0,47.12156,-122.81787,1,1,
147,11921240100,5325 63RD AVE NE,OLYMPIA,WA,98516,200400.0,152000.0,352400.0,0.0,0.0,1,0,
148,11921240101,5005 63RD AVE NE,OLYMPIA,WA,98516,338400.0,137200.0,475600.0,0.0,0.0,1,0,
149,11921240102,6216 JOHNSON POINT RD NE,OLYMPIA,WA,98516,255600.0,139300.0,394900.0,47.1216,-122.81763,1,1,
150,11921240200,5126 61ST AVE NE,OLYMPIA,WA,98516,200500.0,155300.0,355800.0,47.11957,-122.81575,1,1,
151,11921240400,5121 63RD AVE NE,OLYMPIA,WA,98516,0.0,141700.0,141700.0,0.0,0.0,1,0,
152,11921240501,5115 61ST AVE NE,OLYMPIA,WA,98516,142500.0,113700.0,256200.0,47.11951,-122.81775,1,1,
153,11921240600,5223 63RD AVE NE,OLYMPIA,WA,98516,300200.0,159300.0,459500.0,0.0,0.0,1,0,
154,11921310100,5902 JOHNSON POINT RD NE,OLYMPIA,WA,98516,33200.0,97500.0,130700.0,0.0,0.0,1,0,
155,11921310200,5019 61ST AVE NE,OLYMPIA,WA,98516,117200.0,93300.0,210500.0,47.11951,-122.81775,1,1,
156,11921310300,6006 JOHNSON PT RD NE,OLYMPIA,WA,98516,3700.0,120800.0,124500.0,47.11877,-122.81763,1,1,
157,11921310400,5924 JOHNSON POINT RD NE,OLYMPIA,WA,98516,119900.0,93000.0,212900.0,47.11822,-122.81763,1,1,
158,11921310601,5225 61ST AVE NE,OLYMPIA,WA,98516,5000.0,206500.0,211500.0,47.1194,-122.8157,1,1,
159,11921320200,4711 61ST AVE NE,OLYMPIA,WA,98516,167300.0,129000.0,296300.0,47.11944,-122.82156,1,1,
160,11921320201,4715 61ST AVE NE,OLYMPIA,WA,98516,212900.0,114200.0,327100.0,47.11944,-122.82151,1,1,
161,11921320300,4625 61ST AVE NE,OLYMPIA,WA,98516,0.0,140300.0,140300.0,47.11945,-122.82264,1,1,
162,11921320400,5907 JOHNSON POINT RD NE,OLYMPIA,WA,98516,253300.0,165900.0,419200.0,47.11726,-122.81787,1,1,
163,11921320401,5931 JOHNSON PT RD NE,OLYMPIA,WA,98516,148600.0,128300.0,276900.0,47.11753,-122.81787,1,1,
164,11921320500,5905 JOHNSON PT RD NE,OLYMPIA,WA,98516,169200.0,149600.0,318800.0,47.11724,-122.81787,1,1,
165,11921320600,5915 JOHNSON PT RD NE,OLYMPIA,WA,98516,252000.0,114600.0,366600.0,47.11735,-122.81787,1,1,
166,11921330500,5602 JOHNSON PT RD NE,OLYMPIA,WA,98516,289800.0,149100.0,438900.0,47.12493,-122.81774,1,1,
167,11921420001,5341 61ST AVE NE,OLYMPIA,WA,98516,187600.0,128100.0,315700.0,47.11938,-122.81368,1,1,
168,11921420200,6035 PUGET RD NE RT 7,OLYMPIA,WA,98516,229100.0,144700.0,373800.0,0.0,0.0,1,0,
169,11921420400,6015 PUGET RD NE,OLYMPIA,WA,98516,227000.0,147700.0,374700.0,47.11778,-122.80744,1,1,
170,11922110100,7435 SANDY PT RD NE,OLYMPIA,WA,98516,223100.0,130800.0,353900.0,0.0,0.0,1,0,
171,11922110400,7045 SANDY PT BCH RD NE,OLYMPIA,WA,98516,0.0,10300.0,10300.0,0.0,0.0,1,0,
172,11922120100,6322 PUGET BEACH RD NE,OLYMPIA,WA,98516,509500.0,208400.0,717900.0,0.0,0.0,1,0,
173,11922120101,6949 SANDY POINT BEACH RD NE,OLYMPIA,WA,98516,178100.0,133100.0,311200.0,0.0,0.0,1,0,
174,11922120102,7520 SANDY PT RD NE,OLYMPIA,WA,98516,149000.0,78300.0,227300.0,0.0,0.0,1,0,
175,11922120104,7019 SANDY POINT BEACH RD NE,OLYMPIA,WA,98516,115900.0,78300.0,194200.0,0.0,0.0,1,0,
176,12631440205,18128 TAMARA LN SW,ROCHESTER,WA,98597,122700.0,57100.0,179800.0,0.0,0.0,1,0,
177,12632320600,17145 110TH AVE SE,YELM,WA,98597,0.0,96900.0,96900.0,46.93042,-122.58712,1,1,
178,12636141500,7148 DEERFIELD PARK DR NE,OLYMPIA,WA,98516,0.0,88600.0,88600.0,47.10625,-122.78492,1,1,
179,12701230400,6974 PRISM ST SE,LACEY,WA,98513,0.0,100300.0,100300.0,46.98825,-122.81607,1,1,
180,11607410000,8556 CAPSTAN DR NE,LACEY,WA,98516,0.0,11200.0,11200.0,47.08314,-122.75841,1,1,
181,9440062000,9505 JOHNSON POINT LOOP NE,OLYMPIA,WA,98516,104300.0,80500.0,184800.0,0.0,0.0,1,0,
182,9610021010,9533 62ND AVE SE,OLYMPIA,WA,98513,249700.0,69800.0,319500.0,46.99142,-122.82621,1,1,
183,9610005000,9740 62ND AVE SE,OLYMPIA,WA,98513,510100.0,125400.0,635500.0,46.99142,-122.82621,1,1,
184,9610008000,9734 62ND AVE SE,OLYMPIA,WA,98513,92500.0,98100.0,190600.0,46.99142,-122.82621,1,1,
185,9610011000,9722 62ND AVE SE,OLYMPIA,WA,98513,45600.0,67200.0,112800.0,46.99142,-122.82621,1,1,
186,9610014000,6110 MERIDIAN RD SE,OLYMPIA,WA,98513,175300.0,72000.0,247300.0,0.0,0.0,1,0,
187,9610014020,6130 MERIDIAN RD SE,OLYMPIA,WA,98513,203200.0,72000.0,275200.0,0.0,0.0,1,0,
188,9610014030,6140 MERIDIAN RD SE,OLYMPIA,WA,98513,237300.0,72000.0,309300.0,0.0,0.0,1,0,
189,9610015000,9540 62ND AVE SE,OLYMPIA,WA,98513,197700.0,72000.0,269700.0,46.99142,-122.82621,1,1,
190,9610015020,9630 62ND AVE SE,OLYMPIA,WA,98513,377100.0,72000.0,449100.0,46.99142,-122.82621,1,1,
191,9610015030,9620 62ND AVE SE,OLYMPIA,WA,98513,263200.0,72000.0,335200.0,46.99142,-122.82621,1,1,
192,9610017000,5805 MERIDIAN RD SE,OLYMPIA,WA,98513,246600.0,95700.0,342300.0,0.0,0.0,1,0,
193,9610018000,5812 MERIDIAN RD SE,OLYMPIA,WA,98513,798300.0,156300.0,954600.0,0.0,0.0,1,0,
194,9610021001,9525 62ND AVE SE,OLYMPIA,WA,98513,164100.0,70300.0,234400.0,46.99142,-122.82621,1,1,
195,9610021003,9621 62ND AVE SE,OLYMPIA,WA,98513,230100.0,110400.0,340500.0,46.99142,-122.82621,1,1,
196,9610021009,9529 62ND AVE SE,OLYMPIA,WA,98513,182300.0,71200.0,253500.0,46.99142,-122.82621,1,1,
197,9610021011,9537 62ND AVE SE,OLYMPIA,WA,98513,184000.0,68600.0,252600.0,46.99142,-122.82621,1,1,
198,9610021012,9536 65TH LN SE,OLYMPIA,WA,98513,209200.0,70800.0,280000.0,0.0,0.0,1,0,
199,9610021014,9512 65TH LN SE,OLYMPIA,WA,98513,164200.0,73000.0,237200.0,0.0,0.0,1,0,
200,9610021015,9711 62ND AVE SE,OLYMPIA,WA,98513,203600.0,72200.0,275800.0,46.99142,-122.82621,1,1,
201,9610021016,9715 62ND AVE SE,OLYMPIA,WA,98513,250400.0,73400.0,323800.0,46.99142,-122.82621,1,1,
202,9610021021,9612 65TH LN SE,OLYMPIA,WA,98513,306500.0,91400.0,397900.0,0.0,0.0,1,0,
203,9610021022,9626 65TH LN SE,OLYMPIA,WA,98513,237400.0,91400.0,328800.0,0.0,0.0,1,0,
204,9610021023,9644 65TH LN SE,OLYMPIA,WA,98513,298300.0,91400.0,389700.0,0.0,0.0,1,0,
205,9610021024,9716 65TH LN SE,OLYMPIA,WA,98513,244500.0,91500.0,336000.0,0.0,0.0,1,0,
206,9610023002,9536 YELM HWY SE,OLYMPIA,WA,98513,213200.0,84800.0,298000.0,46.9856,-122.7386,1,1,
207,9610023003,6502 MERIDIAN RD SE,OLYMPIA,WA,98513,214800.0,74000.0,288800.0,0.0,0.0,1,0,
208,9610023004,6800 MERIDIAN RD SE,OLYMPIA,WA,98513,264000.0,129100.0,393100.0,0.0,0.0,1,0,
209,9610023006,6602 MERIDIAN RD SE,OLYMPIA,WA,98513,182800.0,71600.0,254400.0,0.0,0.0,1,0,
210,9610023008,6620 MERIDIAN RD SE,OLYMPIA,WA,98513,381100.0,67500.0,448600.0,0.0,0.0,1,0,
211,9610023009,6806 MERIDIAN RD SE,OLYMPIA,WA,98513,162500.0,87200.0,249700.0,0.0,0.0,1,0,
212,9610023011,7725 YELM HWY SE,OLYMPIA,WA,98513,54900.0,83800.0,138700.0,46.98549,-122.77523,1,1,
213,9610023012,9541 65TH LN SE,OLYMPIA,WA,98513,289400.0,79100.0,368500.0,0.0,0.0,1,0,
214,9610023013,9633 65TH LN SE,OLYMPIA,WA,98513,304800.0,79100.0,383900.0,0.0,0.0,1,0,
215,9610027002,9229 58TH AVE SE,OLYMPIA,WA,98513,168900.0,69100.0,238000.0,46.99605,-122.81033,1,1,
216,9610027020,5840 STELLAR LN SE,LACEY,WA,98513,2700.0,76500.0,79200.0,0.0,0.0,1,0,
217,9610027030,5909 STELLAR LN SE,OLYMPIA,WA,98513,79700.0,87900.0,167600.0,0.0,0.0,1,0,
