area_code_list,bounds_east,bounds_north,bounds_south,bounds_west,common_city_list,county,housing_units,land_area_in_sqmi,lat,lng,major_city,median_home_value,median_household_income,occupied_housing_units,population,population_density,post_office_city,radius_in_miles,water_area_in_sqmi,zipcode,zipcode_type
['509'],-117.231259,46.73743,45.997813,-117.863261,['Pomeroy'],Garfield County,1265.0,756.89,46.3,-117.5,Pomeroy,140200.0,51637.0,1005.0,2293.0,3.0,"Pomeroy, WA",35.0,8.59,99347,Standard
['509'],-118.169128,46.606812,46.122448,-118.795697,['Prescott'],Walla Walla County,512.0,519.6,46.4,-118.5,Prescott,111900.0,42115.0,441.0,1364.0,3.0,"Prescott, WA",25.0,7.81,99348,Standard
['509'],-119.368939,46.867551,46.625243,-119.973445,"['Mattawa', 'Desert Aire']",Grant County,2430.0,268.42,46.8,-119.7,Mattawa,128800.0,44859.0,1912.0,8483.0,32.0,"Mattawa, WA",21.0,11.43,99349,Standard
['509'],-119.306055,46.476756,45.84133,-119.998473,['Prosser'],Benton County,4475.0,571.46,46.2,-119.7,Prosser,166300.0,55508.0,4240.0,12979.0,23.0,"Prosser, WA",32.0,0.85,99350,Standard
['509'],-119.212805,46.351357,46.19924,-119.433141,['Richland'],Benton County,11586.0,20.95,46.24,-119.28,Richland,220700.0,76195.0,10958.0,26975.0,1288.0,"Richland, WA",6.0,3.35,99352,Standard
['509'],-119.314629,46.380129,46.256324,-119.442048,"['West Richland', 'Richland']",Benton County,4902.0,26.05,46.32,-119.4,West Richland,194600.0,80539.0,4718.0,13306.0,511.0,"West Richland, WA",6.0,0.89,99353,Standard
['509'],-119.259497,46.367462,46.278954,-119.393781,['Richland'],Benton County,9384.0,20.31,46.5,-119.5,Richland,177400.0,62689.0,8840.0,21343.0,1051.0,"Richland, WA",22.0,0.08,99354,Standard
['509'],-119.867995,45.982988,45.694449,-120.553307,['Roosevelt'],Klickitat County,136.0,250.65,45.8,-120.3,Roosevelt,75000.0,45417.0,103.0,294.0,1.0,"Roosevelt, WA",15.0,16.08,99356,Standard
['509'],-119.369125,47.030729,46.795277,-119.948282,['Royal City'],Grant County,1227.0,232.26,46.9,-119.7,Royal City,123200.0,35714.0,1096.0,4323.0,19.0,"Royal City, WA",18.0,0.99,99357,Standard
['509'],-118.43736,46.238498,46.000729,-118.841718,"['Touchet', 'Lowden']",Walla Walla County,525.0,157.42,46.1,-118.7,Touchet,284200.0,60278.0,488.0,1350.0,9.0,"Touchet, WA",18.0,0.0,99360,Standard
['509'],-117.991292,46.470466,46.062729,-118.313623,['Waitsburg'],Walla Walla County,862.0,223.68,46.2,-118.1,Waitsburg,194000.0,51169.0,752.0,1902.0,9.0,"Waitsburg, WA",22.0,0.0,99361,Standard
['509'],-117.977732,46.294035,45.92122,-118.591469,['Walla Walla'],Walla Walla County,16264.0,320.62,46.1,-118.3,Walla Walla,205900.0,46605.0,15013.0,41056.0,128.0,"Walla Walla, WA",21.0,0.12,99362,Standard
['509'],-118.1637,46.95774,46.656564,-118.505476,['Washtucna'],Adams County,191.0,203.78,46.8,-118.3,Washtucna,82300.0,70305.0,146.0,311.0,2.0,"Washtucna, WA",15.0,0.22,99371,Standard
['509'],-117.001228,46.305814,45.996395,-117.480141,['Anatone'],Asotin County,209.0,219.75,46.1,-117.2,Anatone,147600.0,65714.0,129.0,273.0,1.0,"Anatone, WA",18.0,1.31,99401,Standard
['509'],-116.91558,46.34845,45.995375,-117.419669,['Asotin'],Asotin County,849.0,286.46,46.2,-117.2,Asotin,263600.0,49205.0,740.0,1875.0,7.0,"Asotin, WA",18.0,1.8,99402,Standard
['509'],-117.034696,46.470477,46.277545,-117.420923,['Clarkston'],Asotin County,8840.0,152.89,46.4,-117.2,Clarkston,171100.0,42813.0,8392.0,19548.0,128.0,"Clarkston, WA",14.0,1.36,99403,Standard
