area_code_list,bounds_east,bounds_north,bounds_south,bounds_west,common_city_list,county,housing_units,land_area_in_sqmi,lat,lng,major_city,median_home_value,median_household_income,occupied_housing_units,population,population_density,post_office_city,radius_in_miles,water_area_in_sqmi,zipcode,zipcode_type
['509'],-120.638684,47.124682,47.039522,-120.823154,['Thorp'],Kittitas County,229.0,18.25,47.07,-120.7,Thorp,273400.0,53167.0,202.0,495.0,27.0,"Thorp, WA",4.0,0.09,98946,Standard
['509'],-120.678424,46.746003,46.621236,-120.931978,['Tieton'],Yakima County,976.0,41.25,46.7,-120.8,Tieton,160000.0,41824.0,919.0,2902.0,70.0,"Tieton, WA",10.0,0.0,98947,Standard
['509'],-120.125954,46.433868,46.105392,-120.565274,['Toppenish'],Yakima County,3701.0,218.21,46.2,-120.4,Toppenish,116600.0,35210.0,3495.0,13225.0,61.0,"Toppenish, WA",22.0,0.11,98948,Standard
['509'],-120.290272,46.535341,46.360807,-120.772718,['Wapato'],Yakima County,3824.0,150.4,46.5,-120.5,Wapato,112500.0,37853.0,3617.0,13739.0,91.0,"Wapato, WA",17.0,0.18,98951,Standard
['509'],-120.502106,46.508242,46.22114,-121.035823,['White Swan'],Yakima County,662.0,205.91,46.3,-120.9,White Swan,102900.0,38611.0,598.0,2330.0,11.0,"White Swan, WA",29.0,0.07,98952,Standard
['509'],-120.096513,46.508748,46.363496,-120.352658,['Zillah'],Yakima County,2359.0,63.0,46.4,-120.2,Zillah,172700.0,52368.0,2210.0,6681.0,106.0,"Zillah, WA",9.0,0.0,98953,Standard
['509'],-117.560849,47.664672,47.613794,-117.625639,"['Airway Heights', 'Airway Hgts']",Spokane County,1742.0,7.11,47.64,-117.58,Airway Heights,139700.0,36875.0,1561.0,6151.0,866.0,"Airway Heights, WA",2.0,0.0,99001,Standard
['509'],-117.148943,48.010138,47.845328,-117.433692,['Chattaroy'],Spokane County,2006.0,70.15,47.9,-117.3,Chattaroy,219400.0,62948.0,1876.0,4848.0,69.0,"Chattaroy, WA",10.0,0.07,99003,Standard
['509'],-117.439323,47.602962,47.22253,-117.823695,['Cheney'],Spokane County,7522.0,336.01,47.4,-117.6,Cheney,189200.0,39400.0,6933.0,18376.0,55.0,"Cheney, WA",18.0,4.83,99004,Standard
['509'],-117.24138,47.89513,47.801823,-117.482797,['Colbert'],Spokane County,2974.0,39.67,47.8,-117.4,Colbert,281600.0,90000.0,2858.0,8574.0,216.0,"Colbert, WA",8.0,0.0,99005,Standard
['509'],-117.34959,48.194756,47.830619,-117.735428,['Deer Park'],Spokane County,4765.0,183.64,48.0,-117.5,Deer Park,186700.0,49576.0,4392.0,11946.0,65.0,"Deer Park, WA",17.0,0.47,99006,Standard
['509'],-117.779165,47.660673,47.393812,-118.09502,['Edwall'],Lincoln County,287.0,129.74,47.5,-117.9,Edwall,167900.0,66250.0,251.0,641.0,5.0,"Edwall, WA",13.0,0.06,99008,Standard
['509'],-117.107567,48.089629,47.926514,-117.416684,['Elk'],Spokane County,1666.0,80.21,48.0,-117.3,Elk,204200.0,44926.0,1482.0,3947.0,49.0,"Elk, WA",11.0,1.19,99009,Standard
['509'],-117.623374,47.643006,47.588725,-117.691751,"['Fairchild Air Force Base', 'Fairchild Afb']",Spokane County,858.0,6.53,47.63,-117.65,Fairchild Air Force Base,,42587.0,676.0,2776.0,425.0,"Fairchild Air Force Base, WA",2.0,0.0,99011,Standard
['509'],-117.039791,47.502498,47.282716,-117.328341,['Fairfield'],Spokane County,416.0,95.06,47.4,-117.2,Fairfield,175500.0,43542.0,390.0,1064.0,11.0,"Fairfield, WA",11.0,0.0,99012,Standard
['509'],-117.69801,48.002709,47.781131,-117.989528,['Ford'],Stevens County,691.0,102.12,47.9,-117.8,Ford,170600.0,42000.0,613.0,1785.0,17.0,"Ford, WA",12.0,3.6,99013,Standard
['509'],-117.079315,47.684092,47.579335,-117.224794,"['Greenacres', 'Liberty Lake', 'Spokane Valley', 'Spokane Vl...']",Spokane County,4967.0,25.21,47.63,-117.15,Greenacres,203800.0,61769.0,4708.0,12480.0,495.0,"Greenacres, WA",5.0,0.07,99016,Standard
['509'],-117.727915,47.260449,47.072624,-117.960697,"['Lamont', 'Sprague']",Whitman County,87.0,84.71,47.2,-117.8,Lamont,49400.0,45833.0,71.0,161.0,2.0,"Lamont, WA",10.0,0.48,99017,Standard
['509'],-117.039859,47.333208,47.259368,-117.28988,['Latah'],Spokane County,131.0,34.98,47.3,-117.1,Latah,118200.0,50625.0,109.0,282.0,8.0,"Latah, WA",7.0,0.0,99018,Standard
['509'],-117.040949,47.698902,47.576555,-117.143466,['Liberty Lake'],Spokane County,4153.0,21.86,47.64,-117.09,Liberty Lake,289500.0,85821.0,3640.0,9502.0,435.0,"Liberty Lake, WA",6.0,1.21,99019,Standard
['509'],-117.042167,47.958853,47.73634,-117.395429,['Mead'],Spokane County,3703.0,84.15,47.8,-117.2,Mead,208100.0,61479.0,3394.0,9174.0,109.0,"Mead, WA",12.0,0.0,99021,Standard
['509'],-117.603814,47.70129,47.513895,-117.821907,"['Medical Lake', 'Espanola']",Spokane County,3344.0,68.99,47.6,-117.7,Medical Lake,188200.0,54815.0,3104.0,8820.0,128.0,"Medical Lake, WA",11.0,1.8,99022,Standard
['509'],-117.110572,47.587006,47.528885,-117.238746,"['Mica', 'Valleyford']",Spokane County,197.0,13.64,47.56,-117.17,Mica,405000.0,97167.0,187.0,529.0,39.0,"Mica, WA",4.0,0.0,99023,Standard
['509'],-117.041533,47.874517,47.686186,-117.154328,['Newman Lake'],Spokane County,2127.0,44.51,47.8,-117.1,Newman Lake,243600.0,67222.0,1834.0,5232.0,118.0,"Newman Lake, WA",11.0,1.9,99025,Standard
[],-117.496688,47.919481,47.729624,-117.744926,"['Nine Mile Falls', 'Nine Mile Fls']",Stevens County,3564.0,70.89,47.8,-117.6,Nine Mile Falls,236600.0,71699.0,3275.0,9042.0,128.0,"Nine Mile Falls, WA",10.0,4.87,99026,Standard
['509'],-117.055321,47.763676,47.677898,-117.175442,"['Otis Orchards', 'City Of Spokane Valley', 'Spokane Valley', '...']",Spokane County,2524.0,15.09,47.72,-117.12,Otis Orchards,163300.0,44360.0,2405.0,6101.0,404.0,"Otis Orchards, WA",5.0,0.13,99027,Standard
['509'],-117.688826,47.825309,47.578425,-117.949771,['Reardan'],Lincoln County,537.0,118.48,47.7,-117.9,Reardan,166000.0,55500.0,504.0,1289.0,11.0,"Reardan, WA",12.0,0.29,99029,Standard
['509'],-117.039792,47.5884,47.390764,-117.238711,['Rockford'],Spokane County,446.0,78.39,47.5,-117.1,Rockford,225000.0,56053.0,412.0,1032.0,13.0,"Rockford, WA",10.0,0.0,99030,Standard
['509'],-117.24498,47.52751,47.31799,-117.45639,['Spangle'],Spokane County,473.0,70.97,47.4,-117.4,Spangle,182400.0,41042.0,448.0,1137.0,16.0,"Spangle, WA",10.0,0.0,99031,Standard
['509'],-117.822877,47.447613,47.13342,-118.251954,['Sprague'],Lincoln County,351.0,217.37,47.3,-118.1,Sprague,135700.0,42938.0,298.0,691.0,3.0,"Sprague, WA",17.0,3.58,99032,Standard
['509'],-117.039872,47.310594,47.18122,-117.18518,['Tekoa'],Whitman County,421.0,37.62,47.24,-117.12,Tekoa,153300.0,42938.0,360.0,895.0,24.0,"Tekoa, WA",7.0,0.0,99033,Standard
['509'],-117.698142,47.952663,47.838027,-117.800088,['Tumtum'],Stevens County,112.0,17.18,47.88,-117.74,Tumtum,88800.0,24688.0,86.0,209.0,12.0,"Tumtum, WA",5.0,0.14,99034,Standard
['509'],-117.151629,47.594389,47.477859,-117.370343,['Valleyford'],Spokane County,568.0,40.89,47.5,-117.3,Valleyford,307300.0,89306.0,538.0,1448.0,35.0,"Valleyford, WA",8.0,0.0,99036,Standard
['509'],-117.174946,47.67125,47.596796,-117.220203,"['Veradale', 'City Of Spokane Valley', 'Spokane Valley', '...']",Spokane County,5028.0,6.47,47.63,-117.19,Veradale,223400.0,64085.0,4832.0,12973.0,2006.0,"Veradale, WA",4.0,0.03,99037,Standard
['509'],-117.883579,48.002599,47.791963,-118.148648,['Wellpinit'],Stevens County,285.0,104.72,47.9,-118.0,Wellpinit,75600.0,28214.0,258.0,734.0,7.0,"Wellpinit, WA",12.0,1.51,99040,Standard
['509'],-117.760869,48.428619,48.223231,-118.072944,['Addy'],Stevens County,628.0,109.5,48.4,-117.9,Addy,167100.0,41250.0,550.0,1453.0,13.0,"Addy, WA",11.0,0.09,99101,Standard
['509'],-118.826214,47.925295,47.523215,-119.121588,['Almira'],Lincoln County,252.0,227.95,47.7,-119.0,Almira,114800.0,38958.0,202.0,497.0,2.0,"Almira, WA",20.0,0.04,99103,Standard
['509'],,,,,"['Belmont', 'Farmington']",Whitman County,,,,,Belmont,,,,,,,,,99104,Standard
['509'],-117.958856,47.05006,46.773539,-118.222955,['Benge'],Adams County,37.0,120.87,46.9,-118.1,Benge,70000.0,33125.0,31.0,61.0,1.0,"Benge, WA",14.0,0.51,99105,Standard
['509'],,,,,"['Boyds', 'Kettle Falls']",Ferry County,,,,,Boyds,,,,,,,,,99107,Standard
['509'],-117.499974,48.462356,48.108745,-117.990418,['Chewelah'],Stevens County,2454.0,280.15,48.3,-117.8,Chewelah,161500.0,33589.0,2144.0,5109.0,18.0,"Chewelah, WA",18.0,0.13,99109,Standard
['509'],-117.488719,48.110669,47.960614,-117.672014,['Clayton'],Stevens County,622.0,37.59,48.0,-117.6,Clayton,189400.0,40614.0,567.0,1667.0,44.0,"Clayton, WA",7.0,0.0,99110,Standard
['509'],-117.18108,47.05807,46.672679,-117.752816,"['Colfax', 'Diamond']",Whitman County,1954.0,288.52,46.9,-117.4,Colfax,165200.0,48838.0,1746.0,4047.0,14.0,"Colfax, WA",20.0,2.7,99111,Standard
['509'],-117.039398,46.701825,46.462199,-117.435601,['Colton'],Whitman County,312.0,95.79,46.6,-117.2,Colton,189400.0,66818.0,296.0,761.0,8.0,"Colton, WA",12.0,2.77,99113,Standard
['509'],-117.4295,49.000843,48.350703,-118.075519,['Colville'],Stevens County,5988.0,728.53,48.7,-117.8,Colville,177400.0,40412.0,5010.0,12018.0,16.0,"Colville, WA",34.0,2.52,99114,Standard
['509'],-119.14939,47.845471,47.469184,-119.705484,['Coulee City'],Grant County,882.0,418.63,47.7,-119.4,Coulee City,172600.0,44875.0,524.0,1143.0,3.0,"Coulee City, WA",25.0,3.77,99115,Standard
['509'],-118.845527,48.129533,47.940809,-119.042327,['Coulee Dam'],Douglas County,715.0,46.97,48.0,-119.0,Coulee Dam,119900.0,50391.0,619.0,1439.0,31.0,"Coulee Dam, WA",31.0,3.87,99116,Standard
['509'],-118.320368,47.876827,47.579689,-118.721594,['Creston'],Lincoln County,305.0,184.44,47.7,-118.5,Creston,159800.0,32386.0,220.0,485.0,3.0,"Creston, WA",17.0,0.28,99117,Standard
['509'],-118.378056,49.00036,48.758558,-118.836903,['Curlew'],Ferry County,497.0,196.96,48.9,-118.6,Curlew,169500.0,45938.0,344.0,931.0,5.0,"Curlew, WA",16.0,0.0,99118,Standard
['509'],-117.033708,48.707364,48.314687,-117.501316,['Cusick'],Pend Oreille County,952.0,405.11,48.5,-117.4,Cusick,170500.0,42917.0,502.0,1204.0,3.0,"Cusick, WA",23.0,7.32,99119,Standard
['509'],-118.364678,49.000456,48.862585,-118.587306,['Danville'],Ferry County,106.0,56.67,48.9,-118.4,Danville,147500.0,46397.0,63.0,145.0,3.0,"Danville, WA",8.0,0.01,99121,Standard
['509'],-117.887673,47.945415,47.452574,-118.593237,"['Davenport', 'Deer Meadows', 'Seven Bays']",Lincoln County,2187.0,569.36,47.7,-118.2,Davenport,178900.0,51981.0,1524.0,3773.0,7.0,"Davenport, WA",29.0,7.89,99122,Standard
['509'],-118.974008,47.962095,47.617385,-119.330202,['Electric City'],Grant County,584.0,43.53,47.8,-119.1,Electric City,170000.0,56250.0,486.0,1058.0,24.0,"Electric City, WA",11.0,41.06,99123,Standard
['509'],-117.49542,47.089049,46.823396,-118.004835,['Endicott'],Whitman County,307.0,233.02,47.0,-117.8,Endicott,91800.0,45208.0,257.0,527.0,2.0,"Endicott, WA",19.0,0.25,99125,Standard
['509'],-117.873349,48.815463,48.64512,-118.075583,"['Evans', 'Kettle Falls']",Stevens County,389.0,51.94,48.7,-118.0,Evans,246000.0,54468.0,335.0,877.0,17.0,"Evans, WA",10.0,0.18,99126,Standard
['509'],-116.946953,47.20395,47.0053,-117.21388,['Farmington'],Whitman County,167.0,85.51,47.1,-117.1,Farmington,124200.0,57222.0,134.0,321.0,4.0,"Farmington, WA",10.0,0.0,99128,Standard
['509'],-118.014885,48.126352,47.883987,-118.402407,"['Fruitland', 'Hunters']",Stevens County,404.0,154.94,48.0,-118.2,Fruitland,124000.0,27344.0,303.0,793.0,5.0,"Fruitland, WA",12.0,12.33,99129,Standard
['509'],-117.039601,47.07218,46.91274,-117.31079,['Garfield'],Whitman County,424.0,78.4,47.0,-117.2,Garfield,133000.0,45724.0,377.0,828.0,11.0,"Garfield, WA",9.0,0.0,99130,Standard
['509'],-118.030677,48.374894,48.124829,-118.254489,['Gifford'],Stevens County,132.0,26.54,48.3,-118.1,Gifford,216700.0,41875.0,78.0,170.0,6.0,"Gifford, WA",8.0,9.27,99131,Standard
[],-118.745376,48.151023,47.902548,-119.276708,['Grand Coulee'],Grant County,886.0,147.94,48.0,-119.0,Grand Coulee,114700.0,40496.0,719.0,1493.0,10.0,"Grand Coulee, WA",15.0,10.01,99133,Standard
['509'],-118.070911,47.563579,47.298921,-118.571922,['Harrington'],Lincoln County,326.0,214.48,47.5,-118.4,Harrington,124400.0,75446.0,272.0,643.0,3.0,"Harrington, WA",11.0,0.46,99134,Standard
['509'],-118.975847,47.873791,47.504103,-119.235119,['Hartline'],Grant County,134.0,176.35,47.6,-119.1,Hartline,153300.0,62083.0,107.0,255.0,1.0,"Hartline, WA",16.0,0.01,99135,Standard
['509'],-117.892761,46.720923,46.6245,-118.02789,['Hay'],Whitman County,22.0,19.75,46.7,-117.9,Hay,88100.0,22250.0,14.0,29.0,1.0,"Hay, WA",5.0,0.0,99136,Standard
['509'],-117.975104,48.25062,48.067068,-118.236363,['Hunters'],Stevens County,217.0,80.48,48.1,-118.1,Hunters,121400.0,39091.0,141.0,343.0,4.0,"Hunters, WA",13.0,0.04,99137,Standard
['509'],-118.139791,48.481625,47.830363,-118.611028,['Inchelium'],Ferry County,735.0,527.97,48.2,-118.5,Inchelium,108300.0,27500.0,457.0,1209.0,2.0,"Inchelium, WA",32.0,31.18,99138,Standard
['509'],-117.166095,48.836927,48.570896,-117.629512,['Ione'],Pend Oreille County,822.0,204.77,48.7,-117.3,Ione,182100.0,50819.0,561.0,1301.0,6.0,"Ione, WA",21.0,2.76,99139,Standard
['509'],-118.448104,48.396548,47.873845,-118.851972,['Keller'],Ferry County,228.0,389.08,48.0,-118.6,Keller,146300.0,26667.0,178.0,475.0,1.0,"Keller, WA",17.0,15.24,99140,Standard
['509'],-117.795999,49.000441,48.418263,-118.446628,['Kettle Falls'],Stevens County,2722.0,529.82,48.7,-118.1,Kettle Falls,167200.0,38662.0,2285.0,5240.0,10.0,"Kettle Falls, WA",29.0,27.21,99141,Standard
['509'],-117.509769,46.869211,46.57762,-118.14119,['Lacrosse'],Whitman County,364.0,310.18,46.7,-117.9,Lacrosse,85000.0,37826.0,295.0,650.0,2.0,"Lacrosse, WA",25.0,3.33,99143,Standard
['509'],-118.437005,47.435774,47.312026,-118.551703,"['Lamona', 'Odessa']",Lincoln County,18.0,33.91,47.4,-118.5,Lamona,268200.0,2499.0,15.0,43.0,1.0,"Lamona, WA",8.0,0.0,99144,Standard
['509'],-118.323333,47.882386,47.804104,-118.53595,"['Lincoln', 'Creston']",Lincoln County,141.0,8.18,47.83,-118.41,Lincoln,317900.0,51563.0,84.0,190.0,23.0,"Lincoln, WA",6.0,3.16,99147,Standard
['509'],-117.502157,48.20061,48.018717,-117.741366,['Loon Lake'],Stevens County,1771.0,57.9,48.1,-117.6,Loon Lake,220200.0,47612.0,896.0,2106.0,36.0,"Loon Lake, WA",13.0,3.55,99148,Standard
['509'],-118.418735,48.872873,48.740645,-118.74451,['Malo'],Ferry County,218.0,55.77,48.8,-118.6,Malo,176800.0,21250.0,152.0,380.0,7.0,"Malo, WA",10.0,0.01,99150,Standard
['509'],-117.032107,49.000483,48.587521,-117.498868,"['Metaline Falls', 'Metaline Fls']",Pend Oreille County,347.0,343.16,48.9,-117.3,Metaline Falls,129500.0,36136.0,230.0,467.0,1.0,"Metaline Falls, WA",18.0,3.88,99153,Standard
['509'],-118.287036,47.435216,47.347871,-118.450559,"['Mohler', 'Harrington']",Lincoln County,9.0,18.43,47.4,-118.33,Mohler,95000.0,116250.0,8.0,20.0,1.0,"Mohler, WA",6.0,0.0,99154,Standard
['509'],-117.035086,48.440179,47.958267,-117.502166,['Newport'],Pend Oreille County,4608.0,327.22,48.3,-117.3,Newport,193000.0,37129.0,3409.0,8114.0,25.0,"Newport, WA",37.0,7.82,99156,Standard
['509'],-117.630944,49.000701,48.801909,-117.994524,['Northport'],Stevens County,435.0,73.33,48.9,-117.8,Northport,103000.0,28281.0,305.0,697.0,10.0,"Northport, WA",10.0,4.1,99157,Standard
['509'],-117.123534,47.25976,47.02792,-117.386197,['Oakesdale'],Whitman County,286.0,90.9,47.1,-117.3,Oakesdale,127800.0,44917.0,241.0,603.0,7.0,"Oakesdale, WA",12.0,0.0,99158,Standard
['509'],-118.422302,47.580881,47.11524,-118.98118,['Odessa'],Lincoln County,696.0,501.95,47.4,-118.7,Odessa,115100.0,42059.0,574.0,1375.0,3.0,"Odessa, WA",25.0,2.47,99159,Standard
['509'],-118.187606,48.924408,48.744616,-118.420899,"['Orient', 'Kettle Falls']",Ferry County,82.0,89.97,48.8,-118.3,Orient,160700.0,19297.0,68.0,149.0,2.0,"Orient, WA",10.0,0.0,99160,Standard
['509'],-117.039498,46.96508,46.81209,-117.27059,['Palouse'],Whitman County,653.0,74.26,46.9,-117.2,Palouse,148300.0,50789.0,592.0,1400.0,19.0,"Palouse, WA",8.0,0.0,99161,Standard
['509'],-117.039413,46.85359,46.61217,-117.468145,['Pullman'],Whitman County,12672.0,207.0,46.7,-117.3,Pullman,223000.0,27177.0,11679.0,31404.0,152.0,"Pullman, WA",15.0,0.41,99163,Standard
['509'],,,,,['Pullman'],Whitman County,,,,,Pullman,,,,,,,,,99165,Standard
['509'],-118.240319,48.847407,48.269293,-118.963334,['Republic'],Ferry County,1934.0,586.94,48.7,-118.6,Republic,152800.0,40417.0,1455.0,3222.0,5.0,"Republic, WA",28.0,1.61,99166,Standard
['509'],-118.055601,48.537288,48.312335,-118.203505,['Rice'],Stevens County,355.0,62.37,48.4,-118.1,Rice,222000.0,43558.0,272.0,625.0,10.0,"Rice, WA",12.0,2.8,99167,Standard
['509'],-117.959029,47.315565,46.897542,-118.981334,['Ritzville'],Adams County,1263.0,709.88,47.1,-118.5,Ritzville,133600.0,42794.0,1068.0,2459.0,3.0,"Ritzville, WA",35.0,1.45,99169,Standard
['509'],-117.20421,47.391382,47.12581,-117.59626,"['Rosalia', 'Plaza']",Whitman County,521.0,181.96,47.3,-117.4,Rosalia,152900.0,42865.0,438.0,1072.0,6.0,"Rosalia, WA",17.0,0.32,99170,Standard
['509'],-117.45016,47.259945,46.951443,-117.914459,['Saint John'],Whitman County,523.0,265.76,47.1,-117.6,Saint John,135700.0,42988.0,442.0,959.0,4.0,"Saint John, WA",16.0,3.75,99171,Standard
['509'],-117.62907,48.13043,47.932444,-118.1092,['Springdale'],Stevens County,722.0,130.69,48.0,-117.9,Springdale,155000.0,41597.0,606.0,1532.0,12.0,"Springdale, WA",14.0,0.0,99173,Standard
['509'],-117.3237,47.149893,47.00978,-117.50431,['Thornton'],Whitman County,82.0,38.16,47.1,-117.4,Thornton,166100.0,52500.0,68.0,145.0,4.0,"Thornton, WA",8.0,0.0,99176,Standard
['509'],-117.039675,46.587732,46.417046,-117.252749,['Uniontown'],Whitman County,226.0,70.89,46.5,-117.1,Uniontown,173100.0,56016.0,191.0,437.0,6.0,"Uniontown, WA",9.0,1.56,99179,Standard
['509'],-117.174549,48.400741,48.196665,-117.502184,['Usk'],Pend Oreille County,741.0,101.95,48.3,-117.3,Usk,169700.0,40265.0,392.0,939.0,9.0,"Usk, WA",13.0,2.65,99180,Standard
['509'],-117.607149,48.221119,48.061737,-117.929379,['Valley'],Stevens County,1022.0,98.62,48.1,-117.8,Valley,142400.0,32540.0,751.0,1901.0,19.0,"Valley, WA",12.0,1.06,99181,Standard
['509'],-118.532106,47.942718,47.50855,-118.873782,['Wilbur'],Lincoln County,739.0,269.68,47.7,-118.7,Wilbur,147100.0,40962.0,579.0,1295.0,5.0,"Wilbur, WA",23.0,5.88,99185,Standard
['509'],-117.411058,47.680756,47.648674,-117.463036,['Spokane'],Spokane County,7858.0,3.0,47.66,-117.44,Spokane,142100.0,24532.0,6804.0,13342.0,4445.0,"Spokane, WA",2.0,0.19,99201,Standard
['509'],-117.344298,47.673668,47.639882,-117.413433,['Spokane'],Spokane County,8159.0,6.14,47.66,-117.38,Spokane,138200.0,32859.0,7426.0,21580.0,3514.0,"Spokane, WA",2.0,0.1,99202,Standard
['509'],-117.373009,47.642792,47.613623,-117.438281,['Spokane'],Spokane County,9335.0,4.68,47.63,-117.41,Spokane,232300.0,65780.0,8804.0,20192.0,4317.0,"Spokane, WA",3.0,0.01,99203,Standard
['509'],-117.410519,47.652667,47.628238,-117.444146,['Spokane'],Spokane County,4301.0,1.13,47.65,-117.43,Spokane,215800.0,26966.0,3719.0,6681.0,5926.0,"Spokane, WA",1.0,0.0,99204,Standard
['509'],-117.411139,47.717674,47.670988,-117.497551,['Spokane'],Spokane County,18661.0,8.96,47.69,-117.45,Spokane,141600.0,45432.0,17637.0,42137.0,4704.0,"Spokane, WA",3.0,0.1,99205,Standard
['509'],-117.187582,47.704376,47.572572,-117.297729,"['Spokane', 'Spokane Valley', 'Spokane Vly']",Spokane County,14561.0,23.41,47.6,-117.2,Spokane,182700.0,49491.0,13775.0,34802.0,1487.0,"Spokane, WA",7.0,0.1,99206,Standard
['509'],-117.346716,47.711498,47.671723,-117.413848,['Spokane'],Spokane County,13130.0,5.45,47.69,-117.39,Spokane,116600.0,32183.0,12181.0,30854.0,5663.0,"Spokane, WA",2.0,0.06,99207,Standard
['509'],-117.361192,47.860211,47.700776,-117.546165,['Spokane'],Spokane County,20688.0,49.16,47.8,-117.5,Spokane,210800.0,53820.0,19481.0,49193.0,1001.0,"Spokane, WA",9.0,0.11,99208,Standard
['509'],-117.281116,47.713805,47.620745,-117.347048,"['Spokane', 'Millwood', 'Spokane Valley', 'Spokane Vly']",Spokane County,8700.0,12.14,47.67,-117.32,Spokane,157000.0,52161.0,8139.0,19197.0,1581.0,"Spokane, WA",5.0,0.14,99212,Standard
['509'],-117.154426,47.715044,47.627857,-117.249103,"['Spokane', 'Spokane Valley', 'Spokane Vly']",Spokane County,10906.0,13.35,47.67,-117.2,Spokane,179000.0,45098.0,10144.0,24362.0,1824.0,"Spokane, WA",5.0,0.11,99216,Standard
['509'],-117.124421,47.816208,47.676052,-117.392227,['Spokane'],Spokane County,7306.0,51.02,47.7,-117.3,Spokane,171500.0,45925.0,6842.0,17423.0,341.0,"Spokane, WA",9.0,0.08,99217,Standard
['509'],-117.367562,47.784528,47.73662,-117.453967,['Spokane'],Spokane County,6030.0,7.31,47.76,-117.44,Spokane,207100.0,45983.0,5645.0,15531.0,2124.0,"Spokane, WA",4.0,0.0,99218,Standard
['509'],-117.287919,47.643278,47.535463,-117.417749,"['Spokane', 'Spokane Valley', 'Spokane Vly']",Spokane County,12989.0,28.63,47.59,-117.32,Spokane,236100.0,63808.0,12276.0,29273.0,1022.0,"Spokane, WA",6.0,0.01,99223,Standard
['509'],-117.3682,47.78078,47.478886,-117.733839,['Spokane'],Spokane County,8342.0,117.07,47.6,-117.5,Spokane,226600.0,56172.0,7706.0,18289.0,156.0,"Spokane, WA",15.0,0.36,99224,Standard
['509'],-118.534738,46.637906,46.192856,-119.270504,['Pasco'],Franklin County,21697.0,464.98,46.5,-118.7,Pasco,162600.0,56098.0,20738.0,68191.0,147.0,"Pasco, WA",37.0,13.75,99301,Standard
['509'],-119.345684,46.389537,46.129044,-119.628323,['Benton City'],Benton County,3505.0,138.86,46.3,-119.5,Benton City,152000.0,62321.0,3328.0,9201.0,66.0,"Benton City, WA",18.0,1.1,99320,Standard
['509'],-119.784654,46.971804,46.815737,-119.986617,['Beverly'],Grant County,150.0,36.97,46.86,-119.948,Beverly,,26866.0,139.0,531.0,14.0,"Beverly, WA",0.17045454545454544,2.58,99321,Standard
['509'],-119.989761,46.041579,45.79331,-120.490436,['Bickleton'],Klickitat County,118.0,246.85,45.9,-120.2,Bickleton,162500.0,49688.0,91.0,217.0,1.0,"Bickleton, WA",19.0,0.0,99322,Standard
['509'],-118.679093,46.290835,46.096177,-119.041418,['Burbank'],Walla Walla County,1310.0,125.9,46.2,-118.9,Burbank,159100.0,69725.0,1264.0,3684.0,29.0,"Burbank, WA",11.0,7.82,99323,Standard
['509'],-118.361511,46.060253,46.027519,-118.409557,['College Place'],Walla Walla County,3948.0,3.05,46.04,-118.39,College Place,179800.0,41738.0,3694.0,9202.0,3018.0,"College Place, WA",2.0,0.0,99324,Standard
['509'],-118.648454,46.778979,46.501525,-119.14372,['Connell'],Franklin County,1184.0,272.92,46.7,-118.9,Connell,135900.0,55409.0,1112.0,4956.0,18.0,"Connell, WA",18.0,1.55,99326,Standard
['509'],-117.603113,46.624773,45.998887,-118.13281,['Dayton'],Columbia County,1924.0,640.73,46.3,-117.9,Dayton,146600.0,41774.0,1596.0,3733.0,6.0,"Dayton, WA",31.0,2.74,99328,Standard
['509'],-118.130671,46.172744,46.136708,-118.166724,['Dixie'],Walla Walla County,73.0,1.83,46.3,-118.1,Dixie,158700.0,40833.0,67.0,160.0,87.0,"Dixie, WA",30.0,0.0,99329,Standard
['509'],-118.893912,46.568125,46.429888,-119.240771,['Eltopia'],Franklin County,319.0,77.05,46.5,-119.1,Eltopia,193500.0,42198.0,290.0,907.0,12.0,"Eltopia, WA",13.0,0.0,99330,Standard
['509'],-119.093314,46.241229,46.194179,-119.259221,['Kennewick'],Benton County,19401.0,13.35,46.21,-119.18,Kennewick,146100.0,41990.0,18372.0,48753.0,3653.0,"Kennewick, WA",6.0,1.39,99336,Standard
['509'],-118.94106,46.215049,45.927603,-119.28033,['Kennewick'],Benton County,10808.0,157.23,46.1,-119.1,Kennewick,173500.0,70646.0,10451.0,29845.0,190.0,"Kennewick, WA",14.0,14.57,99337,Standard
['509'],-119.159365,46.242488,46.058368,-119.358996,['Kennewick'],Benton County,4095.0,66.38,46.1,-119.3,Kennewick,264300.0,99750.0,3985.0,11555.0,174.0,"Kennewick, WA",13.0,0.0,99338,Standard
['509'],-118.36503,47.07534,46.735852,-118.94049,['Lind'],Adams County,413.0,400.35,46.9,-118.7,Lind,114300.0,55500.0,346.0,884.0,2.0,"Lind, WA",19.0,0.0,99341,Standard
['509'],-118.900389,46.679243,46.476291,-119.457921,['Mesa'],Franklin County,840.0,165.4,46.6,-119.2,Mesa,120900.0,44073.0,776.0,3040.0,18.0,"Mesa, WA",16.0,2.96,99343,Standard
['509'],-118.74976,46.985405,46.604803,-119.562376,"['Othello', 'Hatton']",Adams County,5105.0,453.51,46.8,-119.2,Othello,137000.0,43588.0,4677.0,16817.0,37.0,"Othello, WA",27.0,4.46,99344,Standard
