latitude,longitude,OBJECTID,CASE_1,CASE_2,CASE_3,SYMBOL,TIME_ZONE,area
46.9660569129329,-122.577147223022,"53",Y,,,"1",D,54884505.360
46.9660035096476,-122.577182557526,"53",Y,,,"1",D,54884505.360
46.9657959654022,-122.577048544418,"53",Y,,,"1",D,54884505.360
46.966163597278,-122.576776391413,"53",Y,,,"1",D,54884505.360
46.9643918571429,-122.575284122449,"53",Y,,,"1",D,54884505.360
46.9643747142857,-122.575315244898,"53",Y,,,"1",D,54884505.360
46.9666024145508,-122.576537856474,"53",Y,,,"1",D,54884505.360
46.9676853290829,-122.579538667767,"53",Y,,,"1",D,54884505.360
46.9675067368421,-122.578976631579,"53",Y,,,"1",D,54884505.360
46.9668594690647,-122.578180852752,"53",Y,,,"1",D,54884505.360
46.9668631718327,-122.577917956683,"53",Y,,,"1",D,54884505.360
46.9664799853397,-122.576728729881,"53",Y,,,"1",D,54884505.360
46.965876,-122.581501,"53",Y,,,"1",D,54884505.360
46.9634715012857,-122.570722364977,"53",Y,,,"1",D,54884505.360
46.9634956516714,-122.57057757447,"53",Y,,,"1",D,54884505.360
46.9635198020572,-122.570432783963,"53",Y,,,"1",D,54884505.360
46.9635600527,-122.570191466451,"53",Y,,,"1",D,54884505.360
46.8491813338214,-122.469153384277,"54",Y,,,"1",C,17959465.300
46.8483887271897,-122.471346605674,"54",Y,,,"1",C,17959465.300
47.0564855,-122.7012417,"53",Y,,,"1",D,54884505.360
